# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_figsawpb/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_figsawpb -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_figsawpb
# time: Mon Jun 17 13:05:54 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
WP_013271052.1	610130.Closa_0316	1.6e-42	178.3	Lachnoclostridium													Bacteria	1VYE9@1239,221GJ@1506553,24UBH@186801,2FJF7@1,342HC@2	NA|NA|NA		
WP_013271053.1	610130.Closa_0317	0.0	1397.1	Lachnoclostridium	pflB	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006566,GO:0006567,GO:0006807,GO:0008150,GO:0008152,GO:0008861,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009987,GO:0016054,GO:0016407,GO:0016408,GO:0016453,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	2.3.1.54	ko:K00656	ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120		R00212,R06987	RC00004,RC01181,RC02742,RC02833	ko00000,ko00001,ko01000				Bacteria	1TPTF@1239,21XTT@1506553,247YY@186801,COG1882@1,COG1882@2	NA|NA|NA	C	Psort location Cytoplasmic, score 9.98
WP_013271054.1	610130.Closa_0318	6.5e-30	136.0	Lachnoclostridium				ko:K07322					ko00000				Bacteria	1VET8@1239,2214Z@1506553,24QPY@186801,COG2846@1,COG2846@2	NA|NA|NA	D	Domain of unknown function (DUF1858)
WP_013271055.1	610130.Closa_0319	4.2e-258	896.7	Lachnoclostridium	melA	GO:0000166,GO:0003674,GO:0003824,GO:0004553,GO:0004557,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005994,GO:0005995,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009987,GO:0015925,GO:0016052,GO:0016787,GO:0016798,GO:0030145,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0046352,GO:0046872,GO:0046914,GO:0048037,GO:0050662,GO:0051287,GO:0070403,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901575	3.2.1.122,3.2.1.22,3.2.1.86	ko:K01222,ko:K01232,ko:K07406	ko00010,ko00052,ko00500,ko00561,ko00600,ko00603,map00010,map00052,map00500,map00561,map00600,map00603		R00837,R00838,R00839,R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05133,R05134,R05549,R05961,R06091,R06113	RC00049,RC00059,RC00171,RC00451,RC00714	ko00000,ko00001,ko01000		GH4,GT4	iECH74115_1262.ECH74115_5633,iECSP_1301.ECSP_5218,iECs_1301.ECs5101	Bacteria	1TQ9I@1239,21Z9G@1506553,24995@186801,COG1486@1,COG1486@2	NA|NA|NA	G	Family 4 glycosyl hydrolase
WP_013271057.1	610130.Closa_0322	3.4e-214	750.7	Lachnoclostridium	dctP												Bacteria	1TP4N@1239,21ZPM@1506553,2494N@186801,COG1301@1,COG1301@2	NA|NA|NA	U	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family
WP_013271058.1	610130.Closa_0323	1.2e-120	439.1	Lachnoclostridium	sdaAB		4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230		R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000				Bacteria	1U8TZ@1239,21ZPE@1506553,24AEE@186801,COG1760@1,COG1760@2	NA|NA|NA	E	Serine dehydratase beta chain
WP_013271059.1	610130.Closa_0324	4.5e-155	553.9	Lachnoclostridium	sdaAA		4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230		R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000				Bacteria	1TP79@1239,21ZPG@1506553,2480J@186801,COG1760@1,COG1760@2	NA|NA|NA	E	Serine dehydratase alpha chain
WP_013271060.1	610130.Closa_0325	4.2e-77	293.9	Lachnoclostridium													Bacteria	1VEFZ@1239,221JJ@1506553,24MSB@186801,COG1846@1,COG1846@2	NA|NA|NA	K	MarR family
WP_013271061.1	610130.Closa_0326	2e-250	871.3	Lachnoclostridium													Bacteria	1TPFM@1239,21YBU@1506553,247J9@186801,COG0534@1,COG0534@2	NA|NA|NA	V	Psort location CytoplasmicMembrane, score
WP_013271062.1	610130.Closa_0327	1.7e-170	605.1	Lachnoclostridium													Bacteria	1V1HV@1239,221WT@1506553,25KPG@186801,COG0657@1,COG0657@2	NA|NA|NA	I	Steryl acetyl hydrolase
WP_013271063.1	610130.Closa_0328	2.2e-128	464.9	Lachnoclostridium	mecB	GO:0007154,GO:0008150,GO:0009292,GO:0009294,GO:0009605,GO:0009987,GO:0009991,GO:0030420,GO:0031668,GO:0044764,GO:0050896,GO:0051704,GO:0051716,GO:0071496		ko:K16511					ko00000				Bacteria	1UZ7D@1239,21Y62@1506553,24BWV@186801,COG4862@1,COG4862@2	NA|NA|NA	NOT	Negative regulator of genetic competence
WP_013271064.1	610130.Closa_0329	3.9e-89	334.0	Lachnoclostridium													Bacteria	1TU3G@1239,221AK@1506553,25A9N@186801,COG0454@1,COG0454@2	NA|NA|NA	M	Acetyltransferase (GNAT) domain
WP_013271065.1	610130.Closa_0330	2.2e-284	984.2	Lachnoclostridium													Bacteria	1V3N4@1239,21XG1@1506553,25B6W@186801,COG0515@1,COG0515@2	NA|NA|NA	KLT	Protein tyrosine kinase
WP_013271066.1	610130.Closa_0331	1e-113	416.0	Lachnoclostridium													Bacteria	1VKF5@1239,220YB@1506553,24EH3@186801,2EHHX@1,33B9W@2	NA|NA|NA		
WP_013271067.1	610130.Closa_0332	1.5e-39	168.3	Lachnoclostridium													Bacteria	1VY14@1239,220TY@1506553,24PDP@186801,2F9MD@1,341XK@2	NA|NA|NA		
WP_013271068.1	610130.Closa_0333	0.0	1125.5	Lachnoclostridium	ydhD												Bacteria	1TQK2@1239,21XK1@1506553,247YF@186801,COG3858@1,COG3858@2	NA|NA|NA	S	Glyco_18
WP_013271069.1	610130.Closa_0334	3.6e-279	966.8	Lachnoclostridium	cpdA												Bacteria	1UQCQ@1239,21XUS@1506553,248P1@186801,COG1409@1,COG1409@2	NA|NA|NA	S	Calcineurin-like phosphoesterase
WP_013271071.1	610130.Closa_0336	3.3e-163	580.9	Lachnoclostridium													Bacteria	1UYTA@1239,222B2@1506553,24CXC@186801,COG1082@1,COG1082@2	NA|NA|NA	G	Xylose isomerase-like TIM barrel
WP_013271072.1	610130.Closa_0337	1.6e-146	525.4	Lachnoclostridium				ko:K10119	ko02010,map02010	M00196			ko00000,ko00001,ko00002,ko02000	3.A.1.1.28			Bacteria	1V090@1239,2222G@1506553,2493G@186801,COG0395@1,COG0395@2	NA|NA|NA	P	Binding-protein-dependent transport system inner membrane component
WP_013271074.1	610130.Closa_0339	1.1e-247	862.1	Lachnoclostridium				ko:K10117	ko02010,map02010	M00196			ko00000,ko00001,ko00002,ko02000	3.A.1.1.28			Bacteria	1TQHT@1239,220J3@1506553,24AJK@186801,COG1653@1,COG1653@2	NA|NA|NA	G	Bacterial extracellular solute-binding protein
WP_013271075.1	610130.Closa_0340	1.2e-199	702.2	Lachnoclostridium													Bacteria	1TSCE@1239,220US@1506553,24BFP@186801,COG0673@1,COG0673@2	NA|NA|NA	S	Oxidoreductase family, C-terminal alpha/beta domain
WP_013271076.1	610130.Closa_0341	2.7e-227	794.3	Lachnoclostridium													Bacteria	1UY4P@1239,21XKV@1506553,24E3X@186801,COG1846@1,COG1846@2,COG1940@1,COG1940@2	NA|NA|NA	GK	ROK family
WP_013271077.1	610130.Closa_0342	6e-218	763.1	Lachnoclostridium													Bacteria	1TP83@1239,21XF2@1506553,248XQ@186801,COG0673@1,COG0673@2	NA|NA|NA	S	Oxidoreductase family, C-terminal alpha/beta domain
WP_013271078.1	610130.Closa_0343	5.5e-101	374.8	Lachnoclostridium				ko:K03406	ko02020,ko02030,map02020,map02030				ko00000,ko00001,ko02035				Bacteria	1TP5A@1239,22282@1506553,247S3@186801,COG0840@1,COG0840@2	NA|NA|NA	NT	Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).
WP_013271079.1	610130.Closa_0344	3.1e-200	704.1	Lachnoclostridium	asnA	GO:0003674,GO:0003824,GO:0004071,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006528,GO:0006529,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009987,GO:0016053,GO:0016211,GO:0016874,GO:0016879,GO:0016880,GO:0019752,GO:0032787,GO:0033554,GO:0034641,GO:0042802,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0050896,GO:0051716,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.1.1	ko:K01914	ko00250,ko00460,ko01100,ko01110,ko01230,map00250,map00460,map01100,map01110,map01230		R00483	RC00010	ko00000,ko00001,ko01000			iAPECO1_1312.APECO1_2719,iECOK1_1307.ECOK1_4193,iECS88_1305.ECS88_4166,iUMN146_1321.UM146_18910,iUTI89_1310.UTI89_C4299	Bacteria	1TP28@1239,21Y06@1506553,248S4@186801,COG2502@1,COG2502@2	NA|NA|NA	F	Aspartate-ammonia ligase
WP_013271080.1	610130.Closa_0345	9.7e-197	692.6	Lachnoclostridium	rimN		2.7.7.87	ko:K07566			R10463	RC00745	ko00000,ko01000,ko03009,ko03016				Bacteria	1TP1I@1239,21Y8P@1506553,248HS@186801,COG0009@1,COG0009@2	NA|NA|NA	H	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine
WP_013271081.1	610130.Closa_0346	3.9e-92	344.0	Lachnoclostridium	comEB		3.5.4.12	ko:K01493	ko00240,ko01100,map00240,map01100	M00429	R01663	RC00074	ko00000,ko00001,ko00002,ko01000,ko02044				Bacteria	1V3PU@1239,21ZBA@1506553,24HF0@186801,COG2131@1,COG2131@2	NA|NA|NA	F	MafB19-like deaminase
WP_013271082.1	610130.Closa_0347	0.0	1182.5	Lachnoclostridium			1.21.98.3	ko:K04034	ko00860,ko01100,ko01110,map00860,map01100,map01110		R06268,R06269,R06270	RC00741,RC01491,RC01492	ko00000,ko00001,ko01000				Bacteria	1TPGT@1239,21XZR@1506553,247JS@186801,COG1032@1,COG1032@2	NA|NA|NA	C	Radical SAM domain protein
WP_013271083.1	610130.Closa_0348	8.8e-127	459.5	Lachnoclostridium	nth		4.2.99.18	ko:K10773	ko03410,map03410				ko00000,ko00001,ko01000,ko03400				Bacteria	1TRAK@1239,21Z5H@1506553,24899@186801,COG0177@1,COG0177@2	NA|NA|NA	L	DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate
WP_013271084.1	610130.Closa_0349	8.3e-128	463.0	Lachnoclostridium			2.7.7.7	ko:K03763	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1V3E4@1239,21YS5@1506553,249X5@186801,COG2176@1,COG2176@2	NA|NA|NA	L	EXOIII
WP_013271086.1	610130.Closa_0351	1.5e-251	875.2	Lachnoclostridium													Bacteria	1TSH8@1239,21Z1D@1506553,2493X@186801,COG2720@1,COG2720@2	NA|NA|NA	V	G5
WP_013271087.1	610130.Closa_0352	5.4e-109	400.2	Lachnoclostridium	hypE			ko:K04655					ko00000				Bacteria	1TQP4@1239,220TM@1506553,24963@186801,COG0309@1,COG0309@2	NA|NA|NA	O	PFAM AIR synthase related protein
WP_013271088.1	610130.Closa_0353	1.5e-83	315.5	Lachnoclostridium	alaR												Bacteria	1V3PB@1239,21YTX@1506553,24I3N@186801,COG1522@1,COG1522@2	NA|NA|NA	K	Lrp/AsnC ligand binding domain
WP_013271089.1	610130.Closa_0354	1.3e-223	781.9	Lachnoclostridium	aspC		2.6.1.1	ko:K00812,ko:K10907	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230		R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007				Bacteria	1TP0J@1239,21YVF@1506553,247NQ@186801,COG0436@1,COG0436@2	NA|NA|NA	E	COG COG0436 Aspartate tyrosine aromatic aminotransferase
WP_013271090.1	610130.Closa_0355	5.5e-94	350.1	Lachnoclostridium	trmL	GO:0001510,GO:0002128,GO:0002130,GO:0002131,GO:0002132,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016300,GO:0016427,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0052665,GO:0052666,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.1.1.207	ko:K03216					ko00000,ko01000,ko03016				Bacteria	1V3GW@1239,21ZWA@1506553,24HVV@186801,COG0219@1,COG0219@2	NA|NA|NA	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. TrmL subfamily
WP_013271091.1	610130.Closa_0356	2e-266	924.5	Lachnoclostridium	yclK		2.7.13.3	ko:K07636	ko02020,map02020	M00434			ko00000,ko00001,ko00002,ko01000,ko01001,ko02022				Bacteria	1TQ1H@1239,21YQ7@1506553,247VG@186801,COG5000@1,COG5000@2,COG5002@1,COG5002@2	NA|NA|NA	T	Histidine kinase
WP_013271092.1	610130.Closa_0357	2.7e-134	484.6	Lachnoclostridium													Bacteria	1TPZ0@1239,21Z8Z@1506553,249IC@186801,COG0745@1,COG0745@2	NA|NA|NA	K	response regulator receiver
WP_013271093.1	610130.Closa_0358	0.0	1391.3	Lachnoclostridium	mutS2	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391		ko:K07456	ko03430,map03430				ko00000,ko00001,ko03400				Bacteria	1TP5W@1239,21XMX@1506553,248YK@186801,COG1193@1,COG1193@2	NA|NA|NA	L	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity
WP_013271094.1	610130.Closa_0359	3.6e-241	840.5	Lachnoclostridium	MA20_20705		3.4.21.107	ko:K04691,ko:K04771	ko01503,ko02020,map01503,map02020	M00728			ko00000,ko00001,ko00002,ko01000,ko01002,ko03110				Bacteria	1TTAZ@1239,21YPM@1506553,24BWH@186801,COG0265@1,COG0265@2	NA|NA|NA	O	PDZ DHR GLGF domain protein
WP_013271095.1	610130.Closa_0360	4.6e-182	643.7	Lachnoclostridium	yhaM			ko:K03698					ko00000,ko01000,ko03019				Bacteria	1TPIU@1239,21Z13@1506553,248SS@186801,COG3481@1,COG3481@2	NA|NA|NA	S	Metal dependent phosphohydrolases with conserved 'HD' motif.
WP_013271096.1	610130.Closa_0361	1.1e-127	462.6	Lachnoclostridium													Bacteria	1TP9M@1239,21YMG@1506553,247TK@186801,COG0745@1,COG0745@2	NA|NA|NA	K	response regulator receiver
WP_013271097.1	610130.Closa_0362	0.0	1473.8	Lachnoclostridium													Bacteria	1TP73@1239,21YZN@1506553,248Y6@186801,COG0642@1,COG2205@2	NA|NA|NA	T	PhoQ Sensor
WP_013271098.1	610130.Closa_0363	1.1e-222	778.9	Lachnoclostridium	nagA		3.5.1.25	ko:K01443	ko00520,ko01130,map00520,map01130		R02059	RC00166,RC00300	ko00000,ko00001,ko01000				Bacteria	1TPFK@1239,21Y3Y@1506553,2481N@186801,COG1820@1,COG1820@2	NA|NA|NA	G	Belongs to the metallo-dependent hydrolases superfamily. NagA family
WP_013271099.1	610130.Closa_0364	8.1e-117	426.4	Lachnoclostridium	phoU			ko:K02039					ko00000				Bacteria	1URN3@1239,21XNS@1506553,24FTM@186801,COG0704@1,COG0704@2	NA|NA|NA	P	Plays a role in the regulation of phosphate uptake
WP_013271100.1	610130.Closa_0365	1.7e-139	501.9	Lachnoclostridium	pstB	GO:0003674,GO:0003824,GO:0005215,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015114,GO:0015318,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0034220,GO:0035435,GO:0042623,GO:0042626,GO:0043225,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0098656,GO:0098660,GO:0098661,GO:0099133	3.6.3.27	ko:K02036	ko02010,map02010	M00222			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.7			Bacteria	1TP1M@1239,21XDS@1506553,247RD@186801,COG1117@1,COG1117@2	NA|NA|NA	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system
WP_013271101.1	610130.Closa_0366	1.3e-157	562.4	Lachnoclostridium	pstA			ko:K02038	ko02010,map02010	M00222			ko00000,ko00001,ko00002,ko02000	3.A.1.7			Bacteria	1TP74@1239,21ZDG@1506553,248C4@186801,COG0581@1,COG0581@2	NA|NA|NA	P	TIGRFAM phosphate ABC transporter, inner membrane subunit PstA
WP_013271102.1	610130.Closa_0367	7.1e-159	566.6	Lachnoclostridium	pstC			ko:K02037,ko:K02038	ko02010,map02010	M00222			ko00000,ko00001,ko00002,ko02000	3.A.1.7			Bacteria	1TSPP@1239,21XIB@1506553,249KQ@186801,COG0573@1,COG0573@2	NA|NA|NA	P	probably responsible for the translocation of the substrate across the membrane
WP_013271103.1	610130.Closa_0368	1.2e-145	522.7	Lachnoclostridium	pstS			ko:K02040	ko02010,ko02020,ko05152,map02010,map02020,map05152	M00222			ko00000,ko00001,ko00002,ko02000	3.A.1.7			Bacteria	1TQ5X@1239,21Z5J@1506553,248QU@186801,COG0226@1,COG0226@2	NA|NA|NA	P	PBP superfamily domain
WP_013271104.1	610130.Closa_0369	4.6e-304	1049.7	Lachnoclostridium				ko:K07039					ko00000				Bacteria	1V72J@1239,21ZWF@1506553,25F7K@186801,COG3012@1,COG3012@2	NA|NA|NA	S	SEC-C motif
WP_013271105.1	610130.Closa_0370	6.9e-89	333.2	Lachnoclostridium	ptpA		3.1.3.48	ko:K01104,ko:K20945	ko05111,map05111				ko00000,ko00001,ko01000				Bacteria	1V6SG@1239,2205T@1506553,24MMZ@186801,COG0394@1,COG0394@2	NA|NA|NA	T	Low molecular weight phosphatase family
WP_013271106.1	610130.Closa_0371	3.6e-207	727.2	Lachnoclostridium	bvdR		1.3.1.24	ko:K00214	ko00860,ko01100,ko01110,map00860,map01100,map01110		R02391,R02393	RC01983	ko00000,ko00001,ko01000				Bacteria	1UGN1@1239,2201F@1506553,249ZU@186801,COG0673@1,COG0673@2	NA|NA|NA	S	Oxidoreductase family, NAD-binding Rossmann fold
WP_013271107.1	610130.Closa_0372	5.2e-206	723.4	Lachnoclostridium													Bacteria	1TQIM@1239,2246I@1506553,248S5@186801,COG2206@1,COG2206@2	NA|NA|NA	T	HD domain
WP_013271108.1	1304866.K413DRAFT_1490	7e-43	179.5	Clostridiaceae	spoIIID			ko:K06283					ko00000,ko03000				Bacteria	1VADF@1239,24MXI@186801,36KQT@31979,COG1609@1,COG1609@2	NA|NA|NA	K	Stage III sporulation protein D
WP_013271109.1	610130.Closa_0374	9.1e-278	962.2	Lachnoclostridium	speA		4.1.1.19	ko:K01585	ko00330,ko01100,map00330,map01100	M00133	R00566	RC00299	ko00000,ko00001,ko00002,ko01000				Bacteria	1TNZ9@1239,21YQI@1506553,247RA@186801,COG1982@1,COG1982@2	NA|NA|NA	E	Orn/Lys/Arg decarboxylase, C-terminal domain
WP_013271110.1	610130.Closa_0375	9e-169	599.4	Lachnoclostridium	speE	GO:0003674,GO:0003824,GO:0004766,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0008216,GO:0008295,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016740,GO:0016765,GO:0034641,GO:0042401,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576	2.5.1.16	ko:K00797	ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100	M00034,M00133	R01920,R02869,R08359	RC00021,RC00053	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPG5@1239,21YNE@1506553,24827@186801,COG0421@1,COG0421@2	NA|NA|NA	H	Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine
WP_013271111.1	610130.Closa_0376	2.9e-256	890.6	Lachnoclostridium	LYS1		1.5.1.7	ko:K00290	ko00300,ko00310,ko01100,ko01110,ko01130,ko01230,map00300,map00310,map01100,map01110,map01130,map01230	M00030,M00032	R00715	RC00217,RC01532	ko00000,ko00001,ko00002,ko01000			iAF987.Gmet_0902	Bacteria	1TQTN@1239,21YAA@1506553,24AHW@186801,COG1748@1,COG1748@2	NA|NA|NA	E	Saccharopine dehydrogenase C-terminal domain
WP_013271112.1	610130.Closa_0377	3.6e-226	790.4	Lachnoclostridium	nspC	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008216,GO:0008295,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0019842,GO:0030170,GO:0034641,GO:0036094,GO:0042401,GO:0042710,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0044010,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044764,GO:0045312,GO:0046204,GO:0046983,GO:0048037,GO:0050662,GO:0051704,GO:0070279,GO:0071704,GO:0097159,GO:0097164,GO:1901363,GO:1901564,GO:1901566,GO:1901576	4.1.1.96	ko:K13747	ko00330,ko01100,map00330,map01100		R09081,R09082	RC00299	ko00000,ko00001,ko01000				Bacteria	1TPQI@1239,21Y5K@1506553,248NH@186801,COG0019@1,COG0019@2	NA|NA|NA	E	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
WP_013271113.1	610130.Closa_0378	4.5e-221	773.5	Lachnoclostridium	aguA		3.5.3.12	ko:K10536	ko00330,ko01100,map00330,map01100		R01416	RC00177	ko00000,ko00001,ko01000				Bacteria	1TQS5@1239,21Y6E@1506553,248CP@186801,COG2957@1,COG2957@2	NA|NA|NA	E	Porphyromonas-type peptidyl-arginine deiminase
WP_013271114.1	610130.Closa_0379	4.3e-174	617.1	Lachnoclostridium	aguB		3.5.1.53	ko:K12251	ko00330,ko01100,map00330,map01100		R01152	RC00096	ko00000,ko00001,ko01000				Bacteria	1TRMU@1239,2246J@1506553,25B19@186801,COG0388@1,COG0388@2	NA|NA|NA	S	Carbon-nitrogen hydrolase
WP_013271115.1	610130.Closa_0380	2.9e-75	287.7	Lachnoclostridium													Bacteria	1VB00@1239,2202X@1506553,24N49@186801,2DD3J@1,32U0T@2	NA|NA|NA	S	PrcB C-terminal
WP_013271116.1	610130.Closa_0381	8.7e-125	453.0	Lachnoclostridium	cysE		2.3.1.30	ko:K00640	ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111	M00021	R00586	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000				Bacteria	1TR42@1239,21XX3@1506553,249SF@186801,COG1045@1,COG1045@2	NA|NA|NA	E	Bacterial transferase hexapeptide (six repeats)
WP_013271117.1	610130.Closa_0382	1.6e-296	1024.6	Lachnoclostridium	spoVID	GO:0003674,GO:0005488,GO:0005515,GO:0019899,GO:0051117		ko:K06417					ko00000				Bacteria	1TSVC@1239,21YPR@1506553,248VQ@186801,COG1388@1,COG1388@2	NA|NA|NA	M	Psort location Cytoplasmic, score 8.87
WP_013271118.1	610130.Closa_0383	1.5e-39	168.3	Lachnoclostridium	yazA			ko:K07461					ko00000				Bacteria	1VEZF@1239,220VF@1506553,24QYU@186801,COG2827@1,COG2827@2	NA|NA|NA	L	GIY-YIG catalytic domain
WP_013271119.1	610130.Closa_0384	3.2e-110	404.4	Lachnoclostridium	yplQ			ko:K11068					ko00000,ko02042				Bacteria	1TSFK@1239,21YTG@1506553,24CPT@186801,COG1272@1,COG1272@2	NA|NA|NA	S	protein, hemolysin III
WP_013271120.1	610130.Closa_0385	5.1e-128	463.8	Lachnoclostridium			1.5.1.38	ko:K19285	ko00740,ko01100,map00740,map01100		R05706	RC00126	ko00000,ko00001,ko01000				Bacteria	1UB8S@1239,21ZX5@1506553,249SD@186801,COG0778@1,COG0778@2	NA|NA|NA	C	Nitroreductase family
WP_013271121.1	610130.Closa_0386	2.3e-136	491.5	Lachnoclostridium	rluC		5.4.99.23,5.4.99.28,5.4.99.29	ko:K06177,ko:K06180					ko00000,ko01000,ko03009,ko03016				Bacteria	1TX59@1239,2203Z@1506553,24HTV@186801,COG0564@1,COG0564@2	NA|NA|NA	J	Pseudouridine synthase
