# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 10 -i /data/shared/emapper_jobs/user_data/MM_nf70xi_x/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_nf70xi_x -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_nf70xi_x
# time: Mon Jun 17 15:33:15 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
WP_001237802.1	1440052.EAKF1_ch4400c	4.9e-72	276.9	Escherichia	gloA	GO:0003674,GO:0003824,GO:0004462,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009438,GO:0009987,GO:0016151,GO:0016829,GO:0016846,GO:0019243,GO:0019752,GO:0032787,GO:0034641,GO:0042180,GO:0042182,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046872,GO:0046914,GO:0051186,GO:0051596,GO:0061727,GO:0071704,GO:1901564,GO:1901575,GO:1901615	4.4.1.5	ko:K01759	ko00620,map00620		R02530	RC00004,RC00740	ko00000,ko00001,ko01000			iAPECO1_1312.APECO1_733,iECABU_c1320.ECABU_c19040,iECED1_1282.ECED1_1851,iECNA114_1301.ECNA114_1699,iECOK1_1307.ECOK1_1770,iECP_1309.ECP_1597,iECS88_1305.ECS88_1700,iECSF_1327.ECSF_1514,iLF82_1304.LF82_0861,iNRG857_1313.NRG857_08275,iUMN146_1321.UM146_08895,iUTI89_1310.UTI89_C1842,ic_1306.c2044	Bacteria	1RCYX@1224,1S1Z9@1236,3XPJX@561,COG0346@1,COG0346@2	NA|NA|NA	E	Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione
WP_001237869.1	316407.85675159	2.1e-54	218.0	Escherichia	yecR												Bacteria	1N47Q@1224,1SA54@1236,2DX6P@1,32V2W@2,3XRGM@561	NA|NA|NA	S	YecR-like lipoprotein
WP_001238240.1	199310.c0561	0.0	1180.6	Escherichia	ybaE	GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464											Bacteria	1PIAC@1224,1RPRW@1236,3XMBF@561,COG4533@1,COG4533@2	NA|NA|NA	S	Sugar transport-related sRNA regulator N-term
WP_001238369.1	199310.c5237	2.1e-99	368.2	Escherichia	blc	GO:0005575,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009279,GO:0009987,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0033554,GO:0044462,GO:0044464,GO:0050896,GO:0051716,GO:0071944		ko:K03098,ko:K07071					ko00000,ko04147				Bacteria	1RDAI@1224,1S3PW@1236,3XMI7@561,COG3040@1,COG3040@2	NA|NA|NA	M	Involved in the storage or transport of lipids necessary for membrane maintenance under stressful conditions. Displays a binding preference for lysophospholipids
WP_001238873.1	155864.EDL933_5098	0.0	1333.9	Escherichia	rep	GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0032392,GO:0032508,GO:0034641,GO:0034645,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044786,GO:0044787,GO:0046483,GO:0050896,GO:0051276,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576	3.6.4.12	ko:K03656,ko:K03657	ko03420,ko03430,map03420,map03430				ko00000,ko00001,ko01000,ko03400				Bacteria	1MU0G@1224,1RNJI@1236,3XMV2@561,COG0210@1,COG0210@2	NA|NA|NA	L	it can initiate unwinding at a nick in the DNA. It binds to the single-stranded DNA and acts in a progressive fashion along the DNA in the 3' to 5' direction
WP_001238917.1	1114922.CIFAM_27_00270	5e-59	233.8	Citrobacter	rplO	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02876	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1RDC8@1224,1S3P6@1236,3WY82@544,COG0200@1,COG0200@2	NA|NA|NA	J	binds to the 23S rRNA
WP_001239167.1	362663.ECP_0028	8.7e-170	602.8	Escherichia	rihC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006152,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008477,GO:0009056,GO:0009116,GO:0009119,GO:0009164,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019439,GO:0033554,GO:0034641,GO:0034655,GO:0034656,GO:0042278,GO:0042454,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0045437,GO:0046483,GO:0046700,GO:0047622,GO:0047724,GO:0050263,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	3.2.2.1,3.2.2.8	ko:K01239,ko:K01250,ko:K10213,ko:K12700	ko00230,ko00240,ko00760,ko01100,map00230,map00240,map00760,map01100		R01245,R01273,R01677,R01770,R02137,R02143	RC00033,RC00063,RC00122,RC00318,RC00485	ko00000,ko00001,ko01000			iECH74115_1262.ECH74115_3298,iECNA114_1301.ECNA114_0014,iECSP_1301.ECSP_3040,iECs_1301.ECs3054,iEcE24377_1341.EcE24377A_0030,iLF82_1304.LF82_1885,iNRG857_1313.NRG857_00145,iSbBS512_1146.SbBS512_E0598,iYL1228.KPN_00025,iZ_1308.Z3419	Bacteria	1MUIW@1224,1RQ1V@1236,3XNKR@561,COG1957@1,COG1957@2	NA|NA|NA	F	Hydrolyzes both purine and pyrimidine ribonucleosides with a broad-substrate specificity
WP_001239434.1	362663.ECP_0492	1.8e-178	631.7	Escherichia	cyoA	GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009055,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009319,GO:0009486,GO:0009897,GO:0009986,GO:0009987,GO:0015002,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015453,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0016679,GO:0016682,GO:0017144,GO:0019637,GO:0019646,GO:0019693,GO:0022804,GO:0022857,GO:0022890,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0031233,GO:0032991,GO:0034220,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0048037,GO:0048038,GO:0048039,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0070069,GO:0071575,GO:0071704,GO:0071944,GO:0072521,GO:0098552,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1902600	1.10.3.10,1.10.3.12	ko:K02297,ko:K02826	ko00190,ko01100,map00190,map01100	M00416,M00417	R09492,R11335	RC00061,RC00819	ko00000,ko00001,ko00002,ko01000	3.D.4.1,3.D.4.5		iE2348C_1286.E2348C_0367,iJN746.PP_0812,iSB619.SA_RS05175	Bacteria	1MWHZ@1224,1RP4H@1236,3XMMP@561,COG1622@1,COG1622@2	NA|NA|NA	C	Cytochrome bo(3) ubiquinol terminal oxidase is the component of the aerobic respiratory chain of E.coli that predominates when cells are grown at high aeration. Has proton pump activity across the membrane in addition to electron transfer, pumping 2 protons electron
WP_001240584.1	199310.c1906	1.4e-177	628.6	Escherichia	fdnH	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006082,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009061,GO:0009326,GO:0009897,GO:0009986,GO:0009987,GO:0015942,GO:0015944,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016903,GO:0016999,GO:0017144,GO:0019752,GO:0022900,GO:0031224,GO:0031226,GO:0031233,GO:0032787,GO:0032991,GO:0036397,GO:0043436,GO:0044237,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0052738,GO:0055114,GO:0071575,GO:0071704,GO:0071944,GO:0098552,GO:1902494		ko:K00124,ko:K08349	ko00630,ko00680,ko01100,ko01120,ko01200,ko02020,map00630,map00680,map01100,map01120,map01200,map02020		R00519	RC02796	ko00000,ko00001	5.A.3.2		iAF1260.b3893,iAPECO1_1312.APECO1_2572,iB21_1397.B21_03727,iBWG_1329.BWG_3563,iEC042_1314.EC042_4267,iEC55989_1330.EC55989_4370,iECABU_c1320.ECABU_c43980,iECBD_1354.ECBD_4132,iECB_1328.ECB_03778,iECDH10B_1368.ECDH10B_4083,iECDH1ME8569_1439.ECDH1ME8569_3764,iECD_1391.ECD_03778,iECED1_1282.ECED1_4596,iECIAI1_1343.ECIAI1_4097,iECIAI39_1322.ECIAI39_3106,iECO103_1326.ECO103_4634,iECO26_1355.ECO26_4693,iECOK1_1307.ECOK1_4361,iECP_1309.ECP_1476,iECP_1309.ECP_4105,iECS88_1305.ECS88_4341,iECSE_1348.ECSE_4179,iECUMN_1333.ECUMN_4423,iECW_1372.ECW_m4202,iEKO11_1354.EKO11_4464,iEcDH1_1363.EcDH1_4091,iEcE24377_1341.EcE24377A_4422,iEcHS_1320.EcHS_A4121,iEcSMS35_1347.EcSMS35_4279,iEcolC_1368.EcolC_4125,iJO1366.b3893,iJR904.b3893,iLF82_1304.LF82_0634,iNRG857_1313.NRG857_19435,iSBO_1134.SBO_3907,iSFV_1184.SFV_3602,iSF_1195.SF3969,iSSON_1240.SSON_4062,iS_1188.S3779,iUMN146_1321.UM146_19695,iUMNK88_1353.UMNK88_4726,iUTI89_1310.UTI89_C4480,iWFL_1372.ECW_m4202,iY75_1357.Y75_RS17605,ic_1306.c4843	Bacteria	1MU1B@1224,1RNFG@1236,3XP1N@561,COG0437@1,COG0437@2	NA|NA|NA	C	it serves as a conduit for electrons that are transferred from the formate oxidation site in the alpha subunit (FdnG) to the menaquinone associated with the gamma subunit (FdnI) of formate dehydrogenase- N. Formate dehydrogenase-N is part of a system that generates proton motive force, together with the dissimilatory nitrate reductase (Nar)
WP_001240660.1	199310.c3775	0.0	1421.0	Gammaproteobacteria	fecA			ko:K02014					ko00000,ko02000	1.B.14			Bacteria	1QTT0@1224,1RNBT@1236,COG4773@1,COG4773@2	NA|NA|NA	P	Receptor
WP_001240712.1	155864.EDL933_4227	3.3e-71	274.2	Escherichia	exbD	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0031647,GO:0031992,GO:0032991,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050821,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0065008,GO:0071944,GO:0098796,GO:0098797		ko:K03559,ko:K03560					ko00000,ko02000	1.A.30.2.1,1.A.30.2.2		iPC815.YPO0683	Bacteria	1MZ6M@1224,1S82I@1236,3XP84@561,COG0848@1,COG0848@2	NA|NA|NA	U	Involved in the TonB-dependent energy-dependent transport of various receptor-bound substrates
WP_001240878.1	155864.EDL933_0182	0.0	1652.1	Escherichia	bamA	GO:0005575,GO:0005623,GO:0008104,GO:0008150,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031241,GO:0031246,GO:0031975,GO:0032991,GO:0033036,GO:0034613,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044425,GO:0044462,GO:0044464,GO:0045184,GO:0045229,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0061024,GO:0070727,GO:0071709,GO:0071840,GO:0071944,GO:0072657,GO:0090150,GO:0098552,GO:0098796,GO:1990063		ko:K07277					ko00000,ko02000,ko03029	1.B.33			Bacteria	1MU0D@1224,1RMAP@1236,3XNR5@561,COG4775@1,COG4775@2	NA|NA|NA	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane. Constitutes, with BamD, the core component of the assembly machinery
WP_001241357.1	155864.EDL933_3694	4.6e-85	320.5	Escherichia	iscR	GO:0003674,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	2.8.1.7	ko:K04487,ko:K13643	ko00730,ko01100,ko04122,map00730,map01100,map04122		R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03000,ko03016,ko03029				Bacteria	1RDA4@1224,1S3RW@1236,3XPCG@561,COG1959@1,COG1959@2	NA|NA|NA	K	Regulates the transcription of several operons and genes involved in the biogenesis of Fe-S clusters and Fe-S-containing proteins
WP_001241449.1	362663.ECP_3336	0.0	1275.4	Escherichia	csrD	GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016020,GO:0016043,GO:0016070,GO:0019219,GO:0019222,GO:0019439,GO:0022607,GO:0031323,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044464,GO:0046483,GO:0046700,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0060255,GO:0065003,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090304,GO:1901360,GO:1901361,GO:1901575		ko:K18765					ko00000,ko03019				Bacteria	1MUQV@1224,1RN0Q@1236,3XMX0@561,COG2199@1,COG2199@2,COG2200@1,COG2200@2	NA|NA|NA	T	Serves as a specificity factor required for RNase E- mediated decay of the small global regulatory RNAs CsrB and CsrC, it is probably not a nuclease. Nor does its activity involve c-di- GMP, despite its domain composition. Positively modulates motility gene expression, is also required for curli expression
WP_001241562.1	199310.c2129	9.8e-42	175.6	Escherichia	cedA	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0008150,GO:0050789,GO:0050794,GO:0051302,GO:0065007,GO:0097159,GO:1901363		ko:K15722					ko00000				Bacteria	1N1CP@1224,1S8XC@1236,2CFPH@1,32S26@2,3XPYW@561	NA|NA|NA	D	Activates the cell division inhibited by chromosomal DNA over-replication
WP_001241894.1	155864.EDL933_0712	5.9e-114	416.8	Escherichia	cobC		3.1.3.73	ko:K02226	ko00860,ko01100,map00860,map01100	M00122	R04594,R11173	RC00017	ko00000,ko00001,ko00002,ko01000			iAPECO1_1312.APECO1_1417,iEcSMS35_1347.EcSMS35_0658,iLF82_1304.LF82_0334,iUTI89_1310.UTI89_C0641,ic_1306.c0729	Bacteria	1RHAT@1224,1S2NY@1236,3XN3N@561,COG0406@1,COG0406@2	NA|NA|NA	G	Belongs to the phosphoglycerate mutase family
WP_001242712.1	1458706.A0A096XEQ4_9CAUD	9.6e-56	223.4	Podoviridae													Viruses	4QB2V@10239,4QNF6@10744,4QPAK@28883,4QV56@35237	NA|NA|NA	S	Ead/Ea22-like protein
WP_001243431.1	155864.EDL933_5013	1e-75	289.3	Escherichia	ibpB	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0010035,GO:0010038,GO:0042221,GO:0042802,GO:0044424,GO:0044464,GO:0046688,GO:0050896,GO:0097501,GO:1990169		ko:K04080,ko:K04081,ko:K13993	ko04141,map04141				ko00000,ko00001,ko03110				Bacteria	1R9Z9@1224,1S23Z@1236,3XP7K@561,COG0071@1,COG0071@2	NA|NA|NA	O	Associates with aggregated proteins, together with IbpA, to stabilize and protect them from irreversible denaturation and extensive proteolysis during heat shock and oxidative stress. Aggregated proteins bound to the IbpAB complex are more efficiently refolded and reactivated by the ATP-dependent chaperone systems ClpB and DnaK DnaJ GrpE. Its activity is ATP- independent
WP_001243437.1	1440052.EAKF1_ch2245	1.1e-71	275.8	Escherichia	ibpA	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0050896		ko:K04080,ko:K04081,ko:K13993	ko04141,map04141				ko00000,ko00001,ko03110				Bacteria	1RH2X@1224,1S6WS@1236,3XPM8@561,COG0071@1,COG0071@2	NA|NA|NA	O	Associates with aggregated proteins, together with IbpB, to stabilize and protect them from irreversible denaturation and extensive proteolysis during heat shock and oxidative stress. Aggregated proteins bound to the IbpAB complex are more efficiently refolded and reactivated by the ATP-dependent chaperone systems ClpB and DnaK DnaJ GrpE. Its activity is ATP- independent
WP_001244795.1	199310.c2813	4.5e-292	1010.0	Escherichia	yfbK			ko:K07114					ko00000,ko02000	1.A.13.2.2,1.A.13.2.3			Bacteria	1MUTS@1224,1RQPC@1236,3XNXI@561,COG2304@1,COG2304@2	NA|NA|NA	S	von Willebrand factor type A domain
WP_001245296.1	362663.ECP_3567	4.3e-95	354.0	Escherichia	dcrB	GO:0005575,GO:0005623,GO:0042597,GO:0044464											Bacteria	1MVXI@1224,1RSF1@1236,28J7P@1,2Z932@2,3XN32@561	NA|NA|NA	S	DcrB
WP_001248695.1	362663.ECP_1130	9.1e-121	439.5	Escherichia	rluE	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	5.4.99.19,5.4.99.20,5.4.99.22	ko:K06178,ko:K06181,ko:K06183					ko00000,ko01000,ko03009				Bacteria	1R9VV@1224,1S1ZX@1236,3XMPV@561,COG1187@1,COG1187@2	NA|NA|NA	J	Responsible for synthesis of pseudouridine from uracil- 2457 in 23S ribosomal RNA
WP_001249098.1	199310.c2759	0.0	1721.4	Escherichia	rcsD	GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009927,GO:0009987,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0023052,GO:0031224,GO:0031226,GO:0035556,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.13.3,4.6.1.1	ko:K01768,ko:K07676,ko:K07687,ko:K10715,ko:K20976	ko00230,ko02020,ko02024,ko02025,ko02026,ko04113,ko04213,map00230,map02020,map02024,map02025,map02026,map04113,map04213	M00474,M00517,M00695,M00820	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022				Bacteria	1MXQG@1224,1RQ18@1236,3XNSS@561,COG0642@1,COG0642@2,COG2198@1,COG2198@2	NA|NA|NA	T	Component of the Rcs signaling system, which controls transcription of numerous genes. RcsD is a phosphotransfer intermediate between the sensor kinase RcsC and the response regulator RcsB. It acquires a phosphoryl group from RcsC and transfers it to RcsB
WP_001249883.1	199310.c2793	1.8e-77	295.0	Escherichia	nudI	GO:0003674,GO:0003824,GO:0004170,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0047429,GO:0047840		ko:K12944					ko00000,ko01000			iECABU_c1320.ECABU_c25850,iECED1_1282.ECED1_2717,iECP_1309.ECP_2294,iECSF_1327.ECSF_2131,ic_1306.c2793	Bacteria	1R9WD@1224,1S3YH@1236,3XPRF@561,COG0494@1,COG0494@2	NA|NA|NA	L	Catalyzes the hydrolysis of nucleoside triphosphates, with a preference for pyrimidine deoxynucleoside triphosphates (dUTP, dTTP and dCTP)
WP_001250114.1	199310.c0595	1.2e-185	655.6	Escherichia	hemH	GO:0003674,GO:0003824,GO:0004325,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0050896,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000			iAPECO1_1312.APECO1_1540,iECS88_1305.ECS88_0472,iEcE24377_1341.EcE24377A_0515	Bacteria	1MVR1@1224,1RMMS@1236,3XP5C@561,COG0276@1,COG0276@2	NA|NA|NA	H	Catalyzes the ferrous insertion into protoporphyrin IX
WP_001250202.1	199310.c1771	0.0	1105.9	Escherichia	sapA	GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464		ko:K02035,ko:K12368,ko:K19226	ko01503,ko02010,ko02024,ko02030,map01503,map02010,map02024,map02030	M00239,M00324,M00739			ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.5			Bacteria	1P91R@1224,1T1RS@1236,3XMBD@561,COG4166@1,COG4166@2	NA|NA|NA	E	to a S.typhimurium protein implicated in antimicrobial peptide resistance, but the SapBCDF operon in E.coli is implicated in putrescine export
WP_001250644.1	198214.SF4003	1.8e-184	651.7	Gammaproteobacteria	glpX	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0019318,GO:0019319,GO:0019637,GO:0030145,GO:0030388,GO:0042132,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046364,GO:0046872,GO:0046914,GO:0050308,GO:0071704,GO:1901135,GO:1901576	2.2.1.1,3.1.3.11,3.1.3.37	ko:K00615,ko:K02446,ko:K11532	ko00010,ko00030,ko00051,ko00680,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00003,M00004,M00007,M00165,M00167	R00762,R01067,R01641,R01830,R01845,R04780,R06590	RC00017,RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000			iSF_1195.SF2920,iUMNK88_1353.UMNK88_4762	Bacteria	1MUB1@1224,1RR0E@1236,COG1494@1,COG1494@2	NA|NA|NA	G	Fructose-1,6-bisphosphatase
WP_001251357.1	199310.c1393	6.9e-218	763.1	Escherichia	lolE	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008104,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0034613,GO:0044425,GO:0044459,GO:0044464,GO:0044872,GO:0044873,GO:0044874,GO:0051179,GO:0051641,GO:0070727,GO:0071944,GO:0072657,GO:0098796,GO:0098797		ko:K02004,ko:K09808	ko02010,map02010	M00255,M00258			ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.125			Bacteria	1MVV7@1224,1RMP9@1236,3XNMR@561,COG4591@1,COG4591@2	NA|NA|NA	M	system transmembrane protein lolE
WP_001251630.1	155864.EDL933_0555	2.8e-216	757.7	Escherichia	fsr	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071944		ko:K08223					ko00000,ko02000	2.A.1.35			Bacteria	1MXAA@1224,1RMZZ@1236,3XP1S@561,COG2223@1,COG2223@2	NA|NA|NA	P	Fosmidomycin resistance protein
