#target name	accession	query name	accession	full sequence E-value	full sequence score	full sequence bias	best 1 domain E-value	best 1 domain score	best 1 domain bias	domain number estimation exp	domain number estimation reg	domain number estimation clu	domain number estimation ov	domain number estimation env	domain number estimation dom	domain number estimation rep	domain number estimation inc	description of target
TIGR03005	TIGR03005	WP_013271128.1	-	2.5e-26	90.4	0.2	8e-11	39.6	0.0	4.2	3	1	0	3	3	3	3	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
TIGR00958	TIGR00958	WP_013271128.1	-	4.2e-26	89.3	0.0	2.1e-14	50.7	0.0	4.0	3	1	0	3	3	3	3	3a01208: antigen peptide transporter 2
TIGR01184	TIGR01184	WP_013271128.1	-	6.5e-26	89.3	0.6	3.5e-06	24.7	0.0	4.2	4	0	0	4	4	4	4	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
TIGR02770	TIGR02770	WP_013271128.1	-	1.5e-25	87.9	0.1	7.7e-12	43.0	0.0	4.1	3	1	0	3	3	3	3	nickel_nikD: nickel import ATP-binding protein NikD
TIGR02204	TIGR02204	WP_013271128.1	-	4.1e-25	86.4	0.2	1.7e-10	38.2	0.0	4.0	3	1	0	3	3	3	3	MsbA_rel: ABC transporter, permease/ATP-binding protein
TIGR01978	TIGR01978	WP_013271128.1	-	1.2e-24	85.0	3.2	3.6e-11	40.9	0.7	4.3	3	1	0	3	3	3	3	sufC: FeS assembly ATPase SufC
TIGR01187	TIGR01187	WP_013271128.1	-	6e-23	79.4	3.0	2.5e-10	37.9	0.0	4.2	4	0	0	4	4	4	4	potA: polyamine ABC transporter, ATP-binding protein
TIGR02203	TIGR02203	WP_013271128.1	-	3e-22	76.8	0.4	3.9e-11	40.1	0.1	3.9	3	1	0	3	3	3	3	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
TIGR02314	TIGR02314	WP_013271128.1	-	4e-22	76.6	0.5	1.3e-07	28.9	0.0	4.1	4	0	0	4	4	4	3	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
TIGR01193	TIGR01193	WP_013271128.1	-	4.6e-22	76.2	0.9	2e-11	41.1	0.2	3.8	3	1	0	3	3	3	3	bacteriocin_ABC: ABC-type bacteriocin transporter
TIGR01186	TIGR01186	WP_013271128.1	-	6.9e-22	76.0	3.0	2.3e-10	38.1	1.2	4.2	3	1	0	3	3	3	3	proV: glycine betaine/L-proline transport ATP binding subunit
TIGR01846	TIGR01846	WP_013271128.1	-	1.2e-21	74.7	1.6	6.7e-14	49.0	0.0	3.5	2	1	2	4	4	4	3	type_I_sec_HlyB: type I secretion system ATPase
TIGR01271	TIGR01271	WP_013271128.1	-	1.4e-21	73.7	0.0	2.8e-09	32.9	0.0	3.1	3	0	0	3	3	3	3	CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR)
TIGR00954	TIGR00954	WP_013271128.1	-	1.5e-20	71.1	1.8	3.9e-09	33.5	0.0	3.7	2	1	2	4	4	4	3	3a01203: peroxysomal long chain fatty acyl transporter
TIGR03415	TIGR03415	WP_013271128.1	-	2.1e-20	71.0	0.5	3.4e-05	20.9	0.0	4.3	3	1	0	4	4	4	3	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
TIGR00955	TIGR00955	WP_013271128.1	-	3.1e-19	66.9	7.4	2.1e-10	37.7	1.4	4.0	3	1	0	3	3	3	3	3a01204: pigment precursor permease
TIGR02323	TIGR02323	WP_013271128.1	-	8.6e-19	65.9	0.1	3.3e-12	44.4	0.0	3.7	3	1	0	3	3	3	2	CP_lyasePhnK: phosphonate C-P lyase system protein PhnK
TIGR01192	TIGR01192	WP_013271128.1	-	8e-17	59.0	0.0	1.6e-09	34.9	0.0	3.1	3	0	0	3	3	3	2	chvA: glucan exporter ATP-binding protein
TIGR01194	TIGR01194	WP_013271128.1	-	2.2e-13	47.6	0.1	3.7e-06	23.7	0.0	4.1	4	0	0	4	4	4	2	cyc_pep_trnsptr: cyclic peptide transporter
TIGR00957	TIGR00957	WP_013271128.1	-	8.2e-11	38.0	0.4	0.00011	17.7	0.1	3.6	3	1	0	3	3	3	2	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR01257	TIGR01257	WP_013271128.1	-	6.9e-09	31.0	0.8	0.00063	14.6	0.1	3.9	2	2	1	3	3	3	2	rim_protein: rim ABC transporter
TIGR00956	TIGR00956	WP_013271128.1	-	4.9e-08	29.0	0.1	0.09	8.2	0.0	4.1	4	0	0	4	4	4	2	3a01205: pleiotropic drug resistance family protein
TIGR00630	TIGR00630	WP_013271128.1	-	1.9e-07	27.6	6.8	0.0014	14.9	0.0	3.2	3	1	0	4	4	4	2	uvra: excinuclease ABC subunit A
TIGR02788	TIGR02788	WP_013271128.1	-	2.8e-06	24.5	0.0	0.00014	18.9	0.0	2.5	2	0	0	2	2	2	1	VirB11: P-type DNA transfer ATPase VirB11
TIGR00231	TIGR00231	WP_013271128.1	-	0.00012	19.9	2.7	0.011	13.5	0.5	2.6	2	0	0	2	2	2	1	small_GTP: small GTP-binding protein domain
TIGR03925	TIGR03925	WP_013271128.1	-	0.0011	15.3	0.0	0.011	12.0	0.0	2.0	2	0	0	2	2	2	1	T7SS_EccC_b: type VII secretion protein EccCb
TIGR03185	TIGR03185	WP_013271128.1	-	0.0011	15.5	6.0	0.002	14.6	0.1	3.2	3	0	0	3	3	3	1	DNA_S_dndD: DNA sulfur modification protein DndD
TIGR03819	TIGR03819	WP_013271128.1	-	0.0012	16.1	0.1	0.0076	13.4	0.0	2.0	2	0	0	2	2	2	1	heli_sec_ATPase: helicase/secretion neighborhood ATPase
TIGR03499	TIGR03499	WP_013271128.1	-	0.0017	16.3	0.2	0.0046	14.9	0.2	1.7	1	0	0	1	1	1	1	FlhF: flagellar biosynthesis protein FlhF
TIGR00368	TIGR00368	WP_013271128.1	-	0.0036	13.9	0.0	0.0071	12.9	0.0	1.5	1	0	0	1	1	1	1	TIGR00368: Mg chelatase-like protein
TIGR00996	TIGR00996	WP_013271128.1	-	0.0089	13.2	0.0	0.027	11.6	0.0	1.6	2	0	0	2	2	2	1	Mtu_fam_mce: virulence factor Mce family protein
TIGR03496	TIGR03496	WP_013271128.1	-	0.013	12.3	1.3	0.83	6.3	0.1	2.4	2	0	0	2	2	2	0	FliI_clade1: flagellar protein export ATPase FliI
TIGR00064	TIGR00064	WP_013271128.1	-	0.069	10.3	2.1	0.69	7.1	0.0	2.9	3	0	0	3	3	3	0	ftsY: signal recognition particle-docking protein FtsY
TIGR00611	TIGR00611	WP_013271128.1	-	0.079	10.0	0.0	0.079	10.0	0.0	4.1	5	0	0	5	5	4	0	recf: DNA replication and repair protein RecF
TIGR04435	TIGR04435	WP_013271128.1	-	0.12	8.9	8.8	0.28	7.8	0.0	4.4	3	1	2	5	5	5	0	restrict_AAA_1: restriction system-associated AAA family ATPase
TIGR03918	TIGR03918	WP_013271128.1	-	0.16	8.7	2.8	0.73	6.5	0.1	2.9	3	0	0	3	3	3	0	GTP_HydF: [FeFe] hydrogenase H-cluster maturation GTPase HydF
TIGR00929	TIGR00929	WP_013271128.1	-	0.22	7.6	9.4	0.16	8.1	0.1	3.6	4	0	0	4	4	4	0	VirB4_CagE: type IV secretion/conjugal transfer ATPase, VirB4 family
TIGR00904	TIGR00904	WP_013271129.1	-	2.6e-142	471.7	13.3	3.1e-142	471.5	13.3	1.0	1	0	0	1	1	1	1	mreB: cell shape determining protein, MreB/Mrl family
TIGR01991	TIGR01991	WP_013271129.1	-	3.8e-20	69.9	1.6	3.8e-20	69.9	1.6	1.6	1	1	1	2	2	2	1	HscA: Fe-S protein assembly chaperone HscA
TIGR01174	TIGR01174	WP_013271129.1	-	1.6e-15	55.1	1.4	1.6e-15	55.1	1.4	1.8	1	1	1	2	2	2	1	ftsA: cell division protein FtsA
TIGR02350	TIGR02350	WP_013271129.1	-	3.7e-13	46.6	8.8	4.3e-13	46.4	1.3	2.9	2	1	1	3	3	3	1	prok_dnaK: chaperone protein DnaK
TIGR02529	TIGR02529	WP_013271129.1	-	1.1e-11	42.6	4.5	4.5e-10	37.4	1.9	2.8	3	0	0	3	3	3	1	EutJ: ethanolamine utilization protein EutJ family protein
TIGR01175	TIGR01175	WP_013271129.1	-	1.8e-08	31.7	0.0	8.3e-08	29.6	0.0	2.0	1	1	0	1	1	1	1	pilM: type IV pilus assembly protein PilM
TIGR00241	TIGR00241	WP_013271129.1	-	0.00056	17.5	0.5	0.0072	13.8	0.0	2.3	2	0	0	2	2	2	1	CoA_E_activ: putative CoA-substrate-specific enzyme activase
TIGR01448	TIGR01448	WP_013271130.1	-	1.3e-194	646.1	8.3	3.2e-194	644.8	8.3	1.5	1	1	0	1	1	1	1	recD_rel: helicase, RecD/TraA family
TIGR01447	TIGR01447	WP_013271130.1	-	1.9e-81	272.3	3.9	1.4e-78	262.9	3.9	3.4	1	1	0	1	1	1	1	recD: exodeoxyribonuclease V, alpha subunit
TIGR02768	TIGR02768	WP_013271130.1	-	5.6e-35	118.8	0.1	9.6e-35	118.0	0.1	1.3	1	0	0	1	1	1	1	TraA_Ti: Ti-type conjugative transfer relaxase TraA
TIGR02760	TIGR02760	WP_013271130.1	-	9.3e-13	44.5	0.0	6.9e-11	38.3	0.2	2.1	2	0	0	2	2	2	2	TraI_TIGR: conjugative transfer relaxase protein TraI
TIGR00376	TIGR00376	WP_013271130.1	-	4.3e-12	43.2	5.8	3.3e-09	33.7	0.1	3.8	4	0	0	4	4	4	2	TIGR00376: putative DNA helicase
TIGR00064	TIGR00064	WP_013271130.1	-	2.6e-06	24.8	0.1	6.1e-06	23.6	0.1	1.6	1	0	0	1	1	1	1	ftsY: signal recognition particle-docking protein FtsY
TIGR00084	TIGR00084	WP_013271130.1	-	1.3e-05	22.7	0.0	0.00065	17.2	0.1	2.6	1	1	1	2	2	2	1	ruvA: Holliday junction DNA helicase RuvA
TIGR01420	TIGR01420	WP_013271130.1	-	6.7e-05	20.2	0.1	0.00014	19.1	0.1	1.5	1	0	0	1	1	1	1	pilT_fam: twitching motility protein
TIGR02788	TIGR02788	WP_013271130.1	-	0.00017	18.7	0.1	0.00087	16.4	0.1	1.9	2	0	0	2	2	2	1	VirB11: P-type DNA transfer ATPase VirB11
TIGR03819	TIGR03819	WP_013271130.1	-	0.0015	15.7	0.1	0.054	10.6	0.0	2.3	2	0	0	2	2	2	1	heli_sec_ATPase: helicase/secretion neighborhood ATPase
TIGR02881	TIGR02881	WP_013271130.1	-	0.0016	15.5	0.1	0.0037	14.3	0.1	1.6	1	0	0	1	1	1	1	spore_V_K: stage V sporulation protein K
TIGR02928	TIGR02928	WP_013271130.1	-	0.0017	15.2	0.8	0.0024	14.7	0.1	1.5	2	0	0	2	2	2	1	TIGR02928: orc1/cdc6 family replication initiation protein
TIGR02538	TIGR02538	WP_013271130.1	-	0.0027	14.3	0.2	0.017	11.7	0.1	2.0	2	0	0	2	2	2	1	type_IV_pilB: type IV-A pilus assembly ATPase PilB
TIGR02533	TIGR02533	WP_013271130.1	-	0.0032	14.1	0.2	0.011	12.3	0.0	1.9	2	0	0	2	2	2	1	type_II_gspE: type II secretion system protein E
TIGR03499	TIGR03499	WP_013271130.1	-	0.0039	15.2	1.0	0.18	9.7	0.1	2.5	2	0	0	2	2	2	1	FlhF: flagellar biosynthesis protein FlhF
TIGR02782	TIGR02782	WP_013271130.1	-	0.0047	14.2	0.0	0.011	13.0	0.0	1.5	1	0	0	1	1	1	1	TrbB_P: P-type conjugative transfer ATPase TrbB
TIGR02203	TIGR02203	WP_013271130.1	-	0.01	12.3	0.0	0.017	11.5	0.0	1.3	1	0	0	1	1	1	0	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
TIGR03922	TIGR03922	WP_013271130.1	-	0.012	12.1	0.0	0.072	9.6	0.0	1.9	2	0	0	2	2	2	0	T7SS_EccA: type VII secretion AAA-ATPase EccA
TIGR02857	TIGR02857	WP_013271130.1	-	0.022	11.6	0.0	0.036	11.0	0.0	1.2	1	0	0	1	1	1	0	CydD: thiol reductant ABC exporter, CydD subunit
TIGR00093	TIGR00093	WP_013271130.1	-	0.049	11.4	0.7	0.23	9.2	0.1	2.3	3	0	0	3	3	2	0	TIGR00093: pseudouridine synthase
TIGR00152	TIGR00152	WP_013271130.1	-	0.082	10.7	2.8	0.43	8.3	0.1	2.7	2	0	0	2	2	2	0	TIGR00152: dephospho-CoA kinase
TIGR03015	TIGR03015	WP_013271130.1	-	0.11	9.8	6.4	0.077	10.4	0.5	3.6	4	1	1	5	5	5	0	pepcterm_ATPase: putative secretion ATPase, PEP-CTERM locus subfamily
TIGR01575	TIGR01575	WP_013271132.1	-	7.6e-08	30.6	0.0	9.5e-08	30.2	0.0	1.1	1	0	0	1	1	1	1	rimI: ribosomal-protein-alanine acetyltransferase
TIGR03448	TIGR03448	WP_013271132.1	-	1.1e-07	29.4	0.0	0.00015	19.1	0.0	2.0	1	1	1	2	2	2	2	mycothiol_MshD: mycothiol synthase
TIGR03585	TIGR03585	WP_013271132.1	-	1.8e-06	26.1	0.0	2.3e-06	25.7	0.0	1.1	1	0	0	1	1	1	1	PseH: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
TIGR02406	TIGR02406	WP_013271132.1	-	9.7e-05	20.4	0.0	0.00011	20.2	0.0	1.1	1	0	0	1	1	1	1	ectoine_EctA: diaminobutyrate acetyltransferase
TIGR01207	TIGR01207	WP_013271134.1	-	6.6e-150	495.9	0.0	7.5e-150	495.7	0.0	1.0	1	0	0	1	1	1	1	rmlA: glucose-1-phosphate thymidylyltransferase
TIGR01208	TIGR01208	WP_013271134.1	-	2.6e-59	198.9	0.0	3.1e-59	198.6	0.0	1.0	1	0	0	1	1	1	1	rmlA_long: glucose-1-phosphate thymidylyltransferase
TIGR03992	TIGR03992	WP_013271134.1	-	6.2e-44	148.4	0.0	7.3e-44	148.2	0.0	1.0	1	0	0	1	1	1	1	Arch_glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR01099	TIGR01099	WP_013271134.1	-	5e-25	86.5	0.1	9e-13	46.3	0.0	2.1	2	0	0	2	2	2	2	galU: UTP--glucose-1-phosphate uridylyltransferase
TIGR02091	TIGR02091	WP_013271134.1	-	5.1e-13	46.8	0.1	2.2e-06	24.9	0.0	2.1	2	0	0	2	2	2	2	glgC: glucose-1-phosphate adenylyltransferase
TIGR01173	TIGR01173	WP_013271134.1	-	8e-12	42.7	0.0	1e-11	42.3	0.0	1.1	1	0	0	1	1	1	1	glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR02623	TIGR02623	WP_013271134.1	-	3.2e-10	37.9	0.5	4.5e-06	24.2	0.1	2.2	2	0	0	2	2	2	2	G1P_cyt_trans: glucose-1-phosphate cytidylyltransferase
TIGR01105	TIGR01105	WP_013271134.1	-	2e-08	31.7	0.1	8.2e-07	26.4	0.1	2.7	3	0	0	3	3	3	1	galF: regulatory protein GalF
TIGR00454	TIGR00454	WP_013271134.1	-	1.9e-05	22.6	0.0	3.3e-05	21.8	0.0	1.4	1	0	0	1	1	1	1	TIGR00454: TIGR00454 family protein
TIGR00453	TIGR00453	WP_013271134.1	-	3.5e-05	21.3	0.0	5.8e-05	20.6	0.0	1.3	1	0	0	1	1	1	1	ispD: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
TIGR02092	TIGR02092	WP_013271134.1	-	0.00065	16.8	0.0	0.0045	14.0	0.0	2.0	2	0	0	2	2	2	1	glgD: glucose-1-phosphate adenylyltransferase, GlgD subunit
TIGR01479	TIGR01479	WP_013271134.1	-	0.0022	14.8	0.0	0.0037	14.1	0.0	1.4	1	0	0	1	1	1	1	GMP_PMI: mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
TIGR03310	TIGR03310	WP_013271134.1	-	0.038	11.9	0.0	0.046	11.6	0.0	1.3	1	0	0	1	1	1	0	matur_MocA_YgfJ: molybdenum cofactor cytidylyltransferase
TIGR03584	TIGR03584	WP_013271134.1	-	0.05	11.2	0.0	0.17	9.5	0.0	1.8	2	0	0	2	2	2	0	PseF: pseudaminic acid cytidylyltransferase
TIGR01181	TIGR01181	WP_013271135.1	-	7.4e-152	502.9	0.0	8.5e-152	502.7	0.0	1.0	1	0	0	1	1	1	1	dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase
TIGR01179	TIGR01179	WP_013271135.1	-	2.1e-42	143.1	0.0	4.2e-42	142.1	0.0	1.4	1	1	0	1	1	1	1	galE: UDP-glucose 4-epimerase GalE
TIGR04180	TIGR04180	WP_013271135.1	-	5.8e-42	141.7	0.0	6.7e-42	141.5	0.0	1.0	1	0	0	1	1	1	1	EDH_00030: NAD dependent epimerase/dehydratase, LLPSF_EDH_00030 family
TIGR02622	TIGR02622	WP_013271135.1	-	1.5e-33	114.3	0.0	1.9e-33	114.0	0.0	1.0	1	0	0	1	1	1	1	CDP_4_6_dhtase: CDP-glucose 4,6-dehydratase
TIGR01472	TIGR01472	WP_013271135.1	-	5.1e-22	76.5	0.0	6.4e-20	69.6	0.0	2.1	1	1	1	2	2	2	2	gmd: GDP-mannose 4,6-dehydratase
TIGR02197	TIGR02197	WP_013271135.1	-	4.8e-20	69.9	0.0	1.7e-19	68.1	0.0	1.7	1	1	0	1	1	1	1	heptose_epim: ADP-glyceromanno-heptose 6-epimerase
TIGR03466	TIGR03466	WP_013271135.1	-	3.8e-14	50.3	0.0	3.4e-13	47.1	0.0	1.9	1	1	1	2	2	2	1	HpnA: hopanoid-associated sugar epimerase
TIGR01214	TIGR01214	WP_013271135.1	-	9.4e-14	49.1	0.0	1.1e-13	48.9	0.0	1.2	1	0	0	1	1	1	1	rmlD: dTDP-4-dehydrorhamnose reductase
TIGR03589	TIGR03589	WP_013271135.1	-	9.5e-14	49.0	0.1	7.2e-13	46.1	0.0	1.9	2	0	0	2	2	2	1	PseB: UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
TIGR01746	TIGR01746	WP_013271135.1	-	2.3e-11	41.5	0.0	6.6e-09	33.4	0.0	2.2	2	1	0	2	2	2	2	Thioester-redct: thioester reductase domain
TIGR01777	TIGR01777	WP_013271135.1	-	9.3e-09	33.2	0.0	2.4e-05	22.0	0.0	2.2	2	0	0	2	2	2	2	yfcH: TIGR01777 family protein
TIGR04130	TIGR04130	WP_013271135.1	-	2.3e-05	21.4	0.1	5.1e-05	20.3	0.0	1.5	2	0	0	2	2	2	1	FnlA: UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase
TIGR00036	TIGR00036	WP_013271135.1	-	0.023	12.2	0.0	0.043	11.3	0.0	1.4	1	1	0	1	1	1	0	dapB: 4-hydroxy-tetrahydrodipicolinate reductase
TIGR01214	TIGR01214	WP_013271136.1	-	4.2e-100	332.5	0.0	4.7e-100	332.3	0.0	1.0	1	0	0	1	1	1	1	rmlD: dTDP-4-dehydrorhamnose reductase
TIGR01179	TIGR01179	WP_013271136.1	-	5.5e-12	43.1	0.1	5.8e-10	36.4	0.0	2.1	1	1	1	2	2	2	2	galE: UDP-glucose 4-epimerase GalE
TIGR01181	TIGR01181	WP_013271136.1	-	2.6e-10	37.9	0.1	1.5e-09	35.3	0.1	1.9	1	1	1	2	2	2	1	dTDP_gluc_dehyt: dTDP-glucose 4,6-dehydratase
TIGR02197	TIGR02197	WP_013271136.1	-	3.9e-10	37.3	0.1	5.8e-09	33.5	0.1	2.2	1	1	0	1	1	1	1	heptose_epim: ADP-glyceromanno-heptose 6-epimerase
TIGR01746	TIGR01746	WP_013271136.1	-	2.1e-07	28.5	0.1	8.1e-06	23.2	0.0	2.3	2	1	0	2	2	2	1	Thioester-redct: thioester reductase domain
TIGR03466	TIGR03466	WP_013271136.1	-	2.2e-06	24.8	0.3	4.4e-05	20.5	0.3	2.1	1	1	0	1	1	1	1	HpnA: hopanoid-associated sugar epimerase
TIGR02622	TIGR02622	WP_013271136.1	-	4.3e-05	20.8	0.0	6.1e-05	20.3	0.0	1.3	1	0	0	1	1	1	1	CDP_4_6_dhtase: CDP-glucose 4,6-dehydratase
TIGR03589	TIGR03589	WP_013271136.1	-	8.2e-05	19.6	2.0	0.00032	17.7	1.9	2.0	1	1	0	1	1	1	1	PseB: UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
TIGR04180	TIGR04180	WP_013271136.1	-	0.00013	19.1	0.2	0.0012	15.9	0.0	2.0	1	1	1	2	2	2	1	EDH_00030: NAD dependent epimerase/dehydratase, LLPSF_EDH_00030 family
TIGR01072	TIGR01072	WP_013271136.1	-	0.023	11.4	0.1	0.039	10.7	0.1	1.3	1	0	0	1	1	1	0	murA: UDP-N-acetylglucosamine 1-carboxyvinyltransferase
TIGR01023	TIGR01023	WP_013271142.1	-	5.5e-16	56.6	11.1	5.8e-16	56.6	11.1	1.0	1	0	0	1	1	1	1	rpmG_bact: ribosomal protein bL33
TIGR00964	TIGR00964	WP_013271143.1	-	5.5e-15	53.0	1.9	6.1e-15	52.9	1.9	1.0	1	0	0	1	1	1	1	secE_bact: preprotein translocase, SecE subunit
TIGR00922	TIGR00922	WP_013271144.1	-	5.4e-53	177.3	5.8	6.1e-53	177.1	5.8	1.0	1	0	0	1	1	1	1	nusG: transcription termination/antitermination factor NusG
TIGR01956	TIGR01956	WP_013271144.1	-	4.4e-30	103.0	6.8	2.2e-17	61.4	0.3	3.0	1	1	2	3	3	3	3	NusG_myco: NusG family protein
TIGR01955	TIGR01955	WP_013271144.1	-	1.1e-19	68.9	0.0	1.4e-19	68.6	0.0	1.2	1	0	0	1	1	1	1	RfaH: transcription elongation factor/antiterminator RfaH
TIGR00405	TIGR00405	WP_013271144.1	-	3.1e-06	25.2	0.6	5.7e-06	24.4	0.6	1.6	1	1	0	1	1	1	1	KOW_elon_Spt5: transcription elongation factor Spt5
TIGR01632	TIGR01632	WP_013271145.1	-	1.1e-61	204.8	3.3	1.3e-61	204.7	3.3	1.0	1	0	0	1	1	1	1	L11_bact: ribosomal protein uL11
TIGR01169	TIGR01169	WP_013271146.1	-	1.4e-101	336.6	0.9	1.6e-101	336.4	0.9	1.0	1	0	0	1	1	1	1	rplA_bact: ribosomal protein uL1
TIGR01170	TIGR01170	WP_013271146.1	-	2.5e-25	86.9	0.0	3.2e-25	86.6	0.0	1.2	1	0	0	1	1	1	1	rplA_mito: ribosomal protein uL1, mitochondrial
TIGR00855	TIGR00855	WP_013271148.1	-	5.1e-44	147.7	16.2	5.7e-44	147.5	16.2	1.0	1	0	0	1	1	1	1	L12: ribosomal protein bL12
TIGR02811	TIGR02811	WP_013271148.1	-	0.29	9.5	5.2	0.11	10.9	1.3	2.0	2	0	0	2	2	2	0	formate_TAT: formate dehydrogenase region TAT target
TIGR02381	TIGR02381	WP_013271149.1	-	1e-26	90.7	0.9	1.1e-26	90.6	0.9	1.0	1	0	0	1	1	1	1	cspD: cold shock domain protein CspD
TIGR04380	TIGR04380	WP_013271161.1	-	3e-24	83.4	0.0	3.7e-24	83.2	0.0	1.2	1	0	0	1	1	1	1	myo_inos_iolG: inositol 2-dehydrogenase
TIGR03002	TIGR03002	WP_013271161.1	-	0.007	14.2	0.0	0.013	13.3	0.0	1.4	1	0	0	1	1	1	1	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
TIGR00767	TIGR00767	WP_013271163.1	-	1.1e-173	575.8	0.6	1.4e-173	575.5	0.6	1.0	1	0	0	1	1	1	1	rho: transcription termination factor Rho
TIGR01026	TIGR01026	WP_013271163.1	-	7.5e-28	95.4	0.1	1e-27	94.9	0.1	1.1	1	0	0	1	1	1	1	fliI_yscN: ATPase, FliI/YscN family
TIGR03498	TIGR03498	WP_013271163.1	-	7.7e-27	91.9	0.2	1.2e-26	91.4	0.2	1.2	1	0	0	1	1	1	1	FliI_clade3: flagellar protein export ATPase FliI
TIGR03496	TIGR03496	WP_013271163.1	-	2e-26	90.7	0.1	3e-26	90.1	0.1	1.2	1	0	0	1	1	1	1	FliI_clade1: flagellar protein export ATPase FliI
TIGR02546	TIGR02546	WP_013271163.1	-	1.1e-25	88.2	0.1	1.6e-25	87.6	0.1	1.2	1	0	0	1	1	1	1	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
TIGR03497	TIGR03497	WP_013271163.1	-	4.2e-22	76.6	0.1	5.9e-22	76.1	0.1	1.1	1	0	0	1	1	1	1	FliI_clade2: flagellar protein export ATPase FliI
TIGR01039	TIGR01039	WP_013271163.1	-	2.3e-13	47.7	0.0	3.1e-13	47.3	0.0	1.1	1	0	0	1	1	1	1	atpD: ATP synthase F1, beta subunit
TIGR03324	TIGR03324	WP_013271163.1	-	1.3e-09	35.2	0.2	1.3e-09	35.2	0.2	2.0	2	1	0	2	2	2	1	alt_F1F0_F1_al: alternate F1F0 ATPase, F1 subunit alpha
TIGR03305	TIGR03305	WP_013271163.1	-	2.2e-08	31.2	0.2	1.2e-07	28.7	0.2	1.9	1	1	0	1	1	1	1	alt_F1F0_F1_bet: alternate F1F0 ATPase, F1 subunit beta
TIGR02858	TIGR02858	WP_013271163.1	-	3.4e-08	31.0	0.0	5.9e-08	30.3	0.0	1.3	1	0	0	1	1	1	1	spore_III_AA: stage III sporulation protein AA
TIGR00962	TIGR00962	WP_013271163.1	-	1.4e-05	22.0	0.0	3.7e-05	20.5	0.0	1.6	1	1	0	1	1	1	1	atpA: ATP synthase F1, alpha subunit
TIGR01043	TIGR01043	WP_013271163.1	-	0.0015	15.0	0.0	0.36	7.1	0.0	2.3	2	0	0	2	2	2	2	ATP_syn_A_arch: ATP synthase archaeal, A subunit
TIGR03925	TIGR03925	WP_013271163.1	-	0.0051	13.1	0.0	0.0091	12.2	0.0	1.3	1	0	0	1	1	1	1	T7SS_EccC_b: type VII secretion protein EccCb
TIGR03873	TIGR03873	WP_013271163.1	-	0.039	11.2	1.5	2.7	5.1	0.1	2.3	2	0	0	2	2	2	0	F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein
TIGR00105	TIGR00105	WP_013271164.1	-	1.2e-28	96.9	0.7	1.4e-28	96.8	0.7	1.0	1	0	0	1	1	1	1	L31: ribosomal protein bL31
TIGR00019	TIGR00019	WP_013271167.1	-	8.7e-161	532.7	9.3	9.8e-161	532.6	9.3	1.0	1	0	0	1	1	1	1	prfA: peptide chain release factor 1
TIGR00020	TIGR00020	WP_013271167.1	-	2.7e-89	297.6	7.7	3.2e-89	297.4	7.7	1.0	1	0	0	1	1	1	1	prfB: peptide chain release factor 2
TIGR03072	TIGR03072	WP_013271167.1	-	1.2e-26	91.4	0.2	2.1e-26	90.6	0.2	1.4	1	0	0	1	1	1	1	release_prfH: putative peptide chain release factor H
TIGR01428	TIGR01428	WP_013271167.1	-	0.044	11.7	1.3	0.075	11.0	1.3	1.4	1	0	0	1	1	1	0	HAD_type_II: haloacid dehalogenase, type II
TIGR00823	TIGR00823	WP_013271169.1	-	2.5e-37	125.0	5.2	2.8e-37	124.9	5.2	1.0	1	0	0	1	1	1	1	EIIA-LAC: PTS system, lactose-specific IIa component
TIGR00853	TIGR00853	WP_013271170.1	-	3.6e-25	86.5	0.3	4e-25	86.4	0.3	1.0	1	0	0	1	1	1	1	pts-lac: PTS system, lactose/cellobiose family IIB component
TIGR01771	TIGR01771	WP_013271172.1	-	0.041	11.2	0.0	0.15	9.4	0.0	1.8	2	0	0	2	2	2	0	L-LDH-NAD: L-lactate dehydrogenase
TIGR03339	TIGR03339	WP_013271175.1	-	5.7e-39	132.0	0.0	6.5e-39	131.8	0.0	1.0	1	0	0	1	1	1	1	phn_lysR: aminoethylphosphonate catabolism associated LysR family transcriptional regulator
