#target name	accession	query name	accession	full sequence E-value	full sequence score	full sequence bias	best 1 domain E-value	best 1 domain score	best 1 domain bias	domain number estimation exp	domain number estimation reg	domain number estimation clu	domain number estimation ov	domain number estimation env	domain number estimation dom	domain number estimation rep	domain number estimation inc	description of target
TIGR02203	TIGR02203	NP_415406.1	-	3e-90	301.3	1.6	3.9e-90	300.9	1.6	1.1	1	0	0	1	1	1	1	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
TIGR02204	TIGR02204	NP_415406.1	-	2e-81	272.3	5.0	2.6e-81	272.0	5.0	1.1	1	0	0	1	1	1	1	MsbA_rel: ABC transporter, permease/ATP-binding protein
TIGR03375	TIGR03375	NP_415406.1	-	4.2e-76	254.6	4.4	6.1e-76	254.1	4.4	1.1	1	0	0	1	1	1	1	type_I_sec_LssB: type I secretion system ATPase
TIGR02857	TIGR02857	NP_415406.1	-	4.6e-76	254.8	13.0	6e-76	254.4	13.0	1.1	1	0	0	1	1	1	1	CydD: thiol reductant ABC exporter, CydD subunit
TIGR01846	TIGR01846	NP_415406.1	-	9.9e-67	223.7	2.5	9.9e-67	223.7	2.5	1.2	1	1	1	2	2	2	1	type_I_sec_HlyB: type I secretion system ATPase
TIGR03796	TIGR03796	NP_415406.1	-	2e-61	206.1	1.1	2.5e-61	205.7	1.1	1.1	1	0	0	1	1	1	1	NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein
TIGR03797	TIGR03797	NP_415406.1	-	8.8e-61	204.2	4.7	1.2e-60	203.8	4.7	1.1	1	0	0	1	1	1	1	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
TIGR00958	TIGR00958	NP_415406.1	-	7.5e-58	194.3	1.8	2.2e-57	192.7	1.8	1.7	1	1	0	1	1	1	1	3a01208: antigen peptide transporter 2
TIGR01193	TIGR01193	NP_415406.1	-	6.3e-54	181.6	0.0	7.5e-54	181.3	0.0	1.1	1	0	0	1	1	1	1	bacteriocin_ABC: ABC-type bacteriocin transporter
TIGR01192	TIGR01192	NP_415406.1	-	4.5e-51	172.1	0.2	5.9e-51	171.7	0.2	1.2	1	0	0	1	1	1	1	chvA: glucan exporter ATP-binding protein
TIGR01842	TIGR01842	NP_415406.1	-	1.4e-46	157.1	1.2	1.7e-46	156.8	1.2	1.1	1	0	0	1	1	1	1	type_I_sec_PrtD: type I secretion system ATPase
TIGR04521	TIGR04521	NP_415406.1	-	2.1e-41	139.8	0.0	2.9e-41	139.4	0.0	1.1	1	0	0	1	1	1	1	ECF_ATPase_2: energy-coupling factor transporter ATPase
TIGR04520	TIGR04520	NP_415406.1	-	3.2e-38	129.6	0.0	4.7e-38	129.1	0.0	1.1	1	0	0	1	1	1	1	ECF_ATPase_1: energy-coupling factor transporter ATPase
TIGR00957	TIGR00957	NP_415406.1	-	1.5e-37	126.6	0.0	2.3e-37	126.0	0.0	1.2	1	0	0	1	1	1	1	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR03864	TIGR03864	NP_415406.1	-	3.8e-37	125.9	1.5	5.9e-37	125.3	1.5	1.2	1	0	0	1	1	1	1	PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system
TIGR01271	TIGR01271	NP_415406.1	-	1.1e-35	120.4	0.3	1.2e-16	57.4	0.0	3.1	2	1	1	3	3	3	2	CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR)
TIGR02769	TIGR02769	NP_415406.1	-	2.5e-35	120.2	1.8	4e-35	119.5	1.8	1.2	1	0	0	1	1	1	1	nickel_nikE: nickel import ATP-binding protein NikE
TIGR00972	TIGR00972	NP_415406.1	-	2.7e-35	119.9	0.0	3.8e-35	119.4	0.0	1.1	1	0	0	1	1	1	1	3a0107s01c2: phosphate ABC transporter, ATP-binding protein
TIGR02673	TIGR02673	NP_415406.1	-	9.5e-35	118.2	0.1	1.4e-34	117.6	0.1	1.2	1	0	0	1	1	1	1	FtsE: cell division ATP-binding protein FtsE
TIGR03608	TIGR03608	NP_415406.1	-	2.7e-33	113.1	0.0	3.8e-33	112.7	0.0	1.2	1	0	0	1	1	1	1	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
TIGR01188	TIGR01188	NP_415406.1	-	5.9e-33	112.4	0.0	9.1e-33	111.8	0.0	1.2	1	0	0	1	1	1	1	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
TIGR02315	TIGR02315	NP_415406.1	-	1.6e-32	110.8	0.0	3e-32	109.9	0.0	1.4	1	1	0	1	1	1	1	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
TIGR01194	TIGR01194	NP_415406.1	-	6.4e-32	108.8	1.2	8.2e-32	108.4	1.2	1.1	1	0	0	1	1	1	1	cyc_pep_trnsptr: cyclic peptide transporter
TIGR01277	TIGR01277	NP_415406.1	-	1.7e-31	107.5	0.4	2.5e-31	106.9	0.4	1.3	1	0	0	1	1	1	1	thiQ: thiamine ABC transporter, ATP-binding protein
TIGR02211	TIGR02211	NP_415406.1	-	1.7e-31	107.4	0.1	3.1e-31	106.6	0.1	1.4	1	0	0	1	1	1	1	LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein
TIGR02982	TIGR02982	NP_415406.1	-	1.8e-31	107.4	0.6	2.7e-31	106.8	0.6	1.2	1	0	0	1	1	1	1	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
TIGR03410	TIGR03410	NP_415406.1	-	3.6e-30	103.1	0.2	5.4e-30	102.5	0.2	1.2	1	0	0	1	1	1	1	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
TIGR01186	TIGR01186	NP_415406.1	-	4e-30	103.1	0.1	5.9e-30	102.5	0.1	1.2	1	0	0	1	1	1	1	proV: glycine betaine/L-proline transport ATP binding subunit
TIGR03265	TIGR03265	NP_415406.1	-	2.2e-29	100.8	1.0	3.3e-29	100.2	1.0	1.2	1	0	0	1	1	1	1	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
TIGR00955	TIGR00955	NP_415406.1	-	2.3e-29	100.4	0.1	4.1e-29	99.6	0.1	1.3	1	0	0	1	1	1	1	3a01204: pigment precursor permease
TIGR02142	TIGR02142	NP_415406.1	-	7.4e-29	99.0	1.0	1.3e-28	98.2	1.0	1.3	1	0	0	1	1	1	1	modC_ABC: molybdate ABC transporter, ATP-binding protein
TIGR04406	TIGR04406	NP_415406.1	-	2e-28	97.3	0.0	2.9e-28	96.7	0.0	1.2	1	0	0	1	1	1	1	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
TIGR02770	TIGR02770	NP_415406.1	-	9.7e-28	95.1	0.3	3.6e-27	93.2	0.3	1.8	1	1	0	1	1	1	1	nickel_nikD: nickel import ATP-binding protein NikD
TIGR01166	TIGR01166	NP_415406.1	-	4.8e-27	92.6	0.1	8.3e-27	91.8	0.1	1.3	1	0	0	1	1	1	1	cbiO: cobalt ABC transporter, ATP-binding protein
TIGR02314	TIGR02314	NP_415406.1	-	1.1e-26	91.6	0.0	1.6e-26	91.1	0.0	1.1	1	0	0	1	1	1	1	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
TIGR00968	TIGR00968	NP_415406.1	-	1.3e-25	88.3	0.2	2.6e-25	87.3	0.2	1.4	1	0	0	1	1	1	1	3a0106s01: sulfate ABC transporter, ATP-binding protein
TIGR03411	TIGR03411	NP_415406.1	-	5.3e-25	86.4	0.1	8.5e-25	85.7	0.1	1.3	1	0	0	1	1	1	1	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
TIGR03522	TIGR03522	NP_415406.1	-	1e-24	85.5	0.0	1.4e-24	85.1	0.0	1.1	1	0	0	1	1	1	1	GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA
TIGR02324	TIGR02324	NP_415406.1	-	2.8e-24	83.8	0.1	6e-23	79.4	0.1	2.2	1	1	0	1	1	1	1	CP_lyasePhnL: phosphonate C-P lyase system protein PhnL
TIGR01184	TIGR01184	NP_415406.1	-	3e-24	83.8	0.2	4.4e-24	83.3	0.2	1.2	1	0	0	1	1	1	1	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
TIGR03258	TIGR03258	NP_415406.1	-	6.9e-24	82.5	0.4	1.1e-23	81.8	0.4	1.2	1	0	0	1	1	1	1	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
TIGR01288	TIGR01288	NP_415406.1	-	1.1e-23	81.7	0.2	1.6e-23	81.1	0.2	1.2	1	0	0	1	1	1	1	nodI: nodulation ABC transporter NodI
TIGR03873	TIGR03873	NP_415406.1	-	1.4e-23	81.5	1.8	2.3e-23	80.7	1.8	1.2	1	0	0	1	1	1	1	F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein
TIGR01189	TIGR01189	NP_415406.1	-	1.5e-23	81.5	1.4	3.4e-23	80.3	1.4	1.5	1	1	0	1	1	1	1	ccmA: heme ABC exporter, ATP-binding protein CcmA
TIGR03005	TIGR03005	NP_415406.1	-	7.3e-22	75.7	0.2	3.6e-21	73.5	0.2	1.9	1	1	0	1	1	1	1	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
TIGR03415	TIGR03415	NP_415406.1	-	5.2e-21	73.0	1.2	8.2e-21	72.3	1.2	1.2	1	0	0	1	1	1	1	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
TIGR01257	TIGR01257	NP_415406.1	-	3.2e-20	68.6	0.0	4.5e-20	68.1	0.0	1.1	1	0	0	1	1	1	1	rim_protein: rim ABC transporter
TIGR03771	TIGR03771	NP_415406.1	-	3.9e-20	70.5	1.3	8.4e-19	66.1	1.3	2.2	1	1	0	1	1	1	1	anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit
TIGR00954	TIGR00954	NP_415406.1	-	4.3e-20	69.6	0.0	1.4e-19	68.0	0.0	1.7	2	0	0	2	2	2	1	3a01203: peroxysomal long chain fatty acyl transporter
TIGR01187	TIGR01187	NP_415406.1	-	8.6e-20	69.0	0.3	1.3e-19	68.4	0.3	1.2	1	0	0	1	1	1	1	potA: polyamine ABC transporter, ATP-binding protein
TIGR03740	TIGR03740	NP_415406.1	-	1.2e-18	65.6	0.1	1.8e-18	65.0	0.1	1.2	1	0	0	1	1	1	1	galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit
TIGR03269	TIGR03269	NP_415406.1	-	6.6e-18	62.5	0.1	8.5e-11	39.0	0.1	2.1	1	1	1	2	2	2	2	met_CoM_red_A2: methyl coenzyme M reductase system, component A2
TIGR02323	TIGR02323	NP_415406.1	-	7e-18	62.9	1.2	2.9e-17	60.9	1.2	1.9	1	1	0	1	1	1	1	CP_lyasePhnK: phosphonate C-P lyase system protein PhnK
TIGR01978	TIGR01978	NP_415406.1	-	1.2e-17	62.2	0.0	6.3e-08	30.3	0.0	2.2	2	0	0	2	2	2	2	sufC: FeS assembly ATPase SufC
TIGR03719	TIGR03719	NP_415406.1	-	2.3e-16	57.4	0.0	2.3e-10	37.6	0.0	2.2	2	0	0	2	2	2	2	ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family
TIGR02633	TIGR02633	NP_415406.1	-	4.4e-15	53.1	0.1	1.6e-14	51.2	0.1	1.7	1	1	0	1	1	1	1	xylG: D-xylose ABC transporter, ATP-binding protein
TIGR00956	TIGR00956	NP_415406.1	-	9.1e-14	48.0	0.0	3.1e-13	46.2	0.0	1.7	1	1	0	1	1	1	1	3a01205: pleiotropic drug resistance family protein
TIGR00630	TIGR00630	NP_415406.1	-	6.5e-10	35.8	0.3	2.9e-06	23.7	0.2	2.1	2	0	0	2	2	2	2	uvra: excinuclease ABC subunit A
TIGR03925	TIGR03925	NP_415406.1	-	0.00034	17.0	0.0	0.0005	16.4	0.0	1.2	1	0	0	1	1	1	1	T7SS_EccC_b: type VII secretion protein EccCb
TIGR00436	TIGR00436	NP_415406.1	-	0.007	13.7	0.0	0.014	12.8	0.0	1.4	1	0	0	1	1	1	1	era: GTP-binding protein Era
TIGR00231	TIGR00231	NP_415406.1	-	0.0076	14.0	0.0	0.014	13.1	0.0	1.3	1	0	0	1	1	1	1	small_GTP: small GTP-binding protein domain
TIGR02546	TIGR02546	NP_415406.1	-	0.01	12.5	0.2	0.018	11.7	0.0	1.4	2	0	0	2	2	1	0	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
TIGR03156	TIGR03156	NP_415406.1	-	0.011	12.6	0.0	0.019	11.9	0.0	1.4	1	0	0	1	1	1	0	GTP_HflX: GTP-binding protein HflX
TIGR03928	TIGR03928	NP_415406.1	-	0.015	10.8	0.0	0.031	9.8	0.0	1.4	2	0	0	2	2	2	0	T7_EssCb_Firm: type VII secretion protein EssC
TIGR03496	TIGR03496	NP_415406.1	-	0.019	11.7	0.0	0.034	10.9	0.0	1.3	1	0	0	1	1	1	0	FliI_clade1: flagellar protein export ATPase FliI
TIGR02528	TIGR02528	NP_415406.1	-	0.029	12.6	0.0	0.056	11.7	0.0	1.4	1	0	0	1	1	1	0	EutP: ethanolamine utilization protein, EutP
TIGR00750	TIGR00750	NP_415406.1	-	0.034	11.2	0.0	0.062	10.4	0.0	1.3	1	0	0	1	1	1	0	lao: LAO/AO transport system ATPase
TIGR02768	TIGR02768	NP_415406.1	-	0.035	10.3	0.0	0.052	9.8	0.0	1.1	1	0	0	1	1	1	0	TraA_Ti: Ti-type conjugative transfer relaxase TraA
TIGR03594	TIGR03594	NP_415406.1	-	0.037	11.0	0.0	0.055	10.4	0.0	1.2	1	0	0	1	1	1	0	GTPase_EngA: ribosome-associated GTPase EngA
TIGR00602	TIGR00602	NP_415406.1	-	0.079	9.4	0.0	0.12	8.8	0.0	1.1	1	0	0	1	1	1	0	rad24: checkpoint protein rad24
TIGR02857	TIGR02857	NP_415407.1	-	5.4e-189	627.5	4.2	6.2e-189	627.3	4.2	1.0	1	0	0	1	1	1	1	CydD: thiol reductant ABC exporter, CydD subunit
TIGR02868	TIGR02868	NP_415407.1	-	3.2e-72	241.8	4.2	4.2e-72	241.4	4.2	1.1	1	0	0	1	1	1	1	CydC: thiol reductant ABC exporter, CydC subunit
TIGR02203	TIGR02203	NP_415407.1	-	7.5e-68	227.3	0.0	9.1e-68	227.1	0.0	1.0	1	0	0	1	1	1	1	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
TIGR03375	TIGR03375	NP_415407.1	-	2.8e-60	202.3	0.0	3.3e-60	202.1	0.0	1.0	1	0	0	1	1	1	1	type_I_sec_LssB: type I secretion system ATPase
TIGR02204	TIGR02204	NP_415407.1	-	4.1e-59	198.7	0.1	5.6e-59	198.2	0.1	1.2	1	0	0	1	1	1	1	MsbA_rel: ABC transporter, permease/ATP-binding protein
TIGR03796	TIGR03796	NP_415407.1	-	1.7e-51	173.2	0.0	1.9e-51	173.1	0.0	1.0	1	0	0	1	1	1	1	NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein
TIGR00958	TIGR00958	NP_415407.1	-	2.6e-48	162.8	0.0	3.7e-48	162.3	0.0	1.2	1	0	0	1	1	1	1	3a01208: antigen peptide transporter 2
TIGR03797	TIGR03797	NP_415407.1	-	1.6e-47	160.4	0.1	2.1e-47	160.0	0.1	1.1	1	0	0	1	1	1	1	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
TIGR01192	TIGR01192	NP_415407.1	-	1.3e-45	154.1	0.0	1.7e-45	153.7	0.0	1.1	1	0	0	1	1	1	1	chvA: glucan exporter ATP-binding protein
TIGR01846	TIGR01846	NP_415407.1	-	8e-45	151.3	0.1	9.9e-45	150.9	0.1	1.1	1	0	0	1	1	1	1	type_I_sec_HlyB: type I secretion system ATPase
TIGR01842	TIGR01842	NP_415407.1	-	1.9e-44	150.1	1.1	7.4e-44	148.1	1.1	1.8	1	1	0	1	1	1	1	type_I_sec_PrtD: type I secretion system ATPase
TIGR01193	TIGR01193	NP_415407.1	-	1.4e-42	144.1	0.0	1.9e-42	143.6	0.0	1.2	1	0	0	1	1	1	1	bacteriocin_ABC: ABC-type bacteriocin transporter
TIGR00957	TIGR00957	NP_415407.1	-	1.9e-27	93.1	0.0	2.6e-27	92.7	0.0	1.2	1	0	0	1	1	1	1	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR04521	TIGR04521	NP_415407.1	-	3e-27	93.4	0.0	4.6e-27	92.8	0.0	1.1	1	0	0	1	1	1	1	ECF_ATPase_2: energy-coupling factor transporter ATPase
TIGR02142	TIGR02142	NP_415407.1	-	6.7e-26	89.3	0.0	1e-25	88.7	0.0	1.2	1	0	0	1	1	1	1	modC_ABC: molybdate ABC transporter, ATP-binding protein
TIGR04520	TIGR04520	NP_415407.1	-	1.4e-25	88.2	0.0	2.2e-25	87.5	0.0	1.3	1	0	0	1	1	1	1	ECF_ATPase_1: energy-coupling factor transporter ATPase
TIGR03608	TIGR03608	NP_415407.1	-	2.7e-25	87.0	0.0	4.7e-25	86.2	0.0	1.3	1	0	0	1	1	1	1	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
TIGR01271	TIGR01271	NP_415407.1	-	1.9e-24	83.3	0.0	3.5e-23	79.0	0.0	2.4	2	1	0	2	2	2	1	CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR)
TIGR02982	TIGR02982	NP_415407.1	-	8.2e-24	82.4	0.0	1.4e-23	81.6	0.0	1.3	1	0	0	1	1	1	1	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
TIGR03265	TIGR03265	NP_415407.1	-	8.3e-24	82.4	0.0	1.2e-23	81.8	0.0	1.1	1	0	0	1	1	1	1	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
TIGR03258	TIGR03258	NP_415407.1	-	2.5e-23	80.6	0.0	3.6e-23	80.1	0.0	1.1	1	0	0	1	1	1	1	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
TIGR02673	TIGR02673	NP_415407.1	-	4.2e-23	80.1	0.0	7e-23	79.4	0.0	1.3	1	0	0	1	1	1	1	FtsE: cell division ATP-binding protein FtsE
TIGR03864	TIGR03864	NP_415407.1	-	6e-23	79.5	0.0	1.3e-22	78.3	0.0	1.5	1	0	0	1	1	1	1	PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system
TIGR00972	TIGR00972	NP_415407.1	-	7.6e-23	79.1	0.0	1.1e-22	78.5	0.0	1.2	1	0	0	1	1	1	1	3a0107s01c2: phosphate ABC transporter, ATP-binding protein
TIGR02315	TIGR02315	NP_415407.1	-	1.1e-22	78.6	0.0	3.8e-22	76.9	0.0	1.8	2	0	0	2	2	2	1	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
TIGR01277	TIGR01277	NP_415407.1	-	1.1e-22	78.6	0.1	2.3e-22	77.6	0.1	1.4	1	1	0	1	1	1	1	thiQ: thiamine ABC transporter, ATP-binding protein
TIGR03873	TIGR03873	NP_415407.1	-	1.3e-22	78.3	0.3	2e-22	77.6	0.3	1.2	1	0	0	1	1	1	1	F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein
TIGR01189	TIGR01189	NP_415407.1	-	8.6e-21	72.5	1.8	1e-20	72.2	0.2	2.0	2	1	0	2	2	1	1	ccmA: heme ABC exporter, ATP-binding protein CcmA
TIGR00968	TIGR00968	NP_415407.1	-	1.1e-20	72.1	0.0	2e-20	71.3	0.0	1.3	1	0	0	1	1	1	1	3a0106s01: sulfate ABC transporter, ATP-binding protein
TIGR03410	TIGR03410	NP_415407.1	-	2.6e-20	70.9	0.0	3.9e-20	70.3	0.0	1.2	1	0	0	1	1	1	1	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
TIGR02211	TIGR02211	NP_415407.1	-	2.7e-20	70.8	0.0	9.5e-20	69.0	0.0	1.7	1	1	0	1	1	1	1	LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein
TIGR01184	TIGR01184	NP_415407.1	-	2.8e-20	70.8	0.0	4.4e-20	70.2	0.0	1.2	1	0	0	1	1	1	1	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
TIGR01187	TIGR01187	NP_415407.1	-	4.6e-20	69.9	0.0	6.8e-20	69.3	0.0	1.2	1	0	0	1	1	1	1	potA: polyamine ABC transporter, ATP-binding protein
TIGR02770	TIGR02770	NP_415407.1	-	6.8e-20	69.4	0.0	2.8e-19	67.4	0.0	1.8	1	1	0	1	1	1	1	nickel_nikD: nickel import ATP-binding protein NikD
TIGR02769	TIGR02769	NP_415407.1	-	7.2e-19	66.2	0.0	1.3e-18	65.4	0.0	1.3	1	0	0	1	1	1	1	nickel_nikE: nickel import ATP-binding protein NikE
TIGR01166	TIGR01166	NP_415407.1	-	1.5e-18	64.9	0.0	2.5e-18	64.2	0.0	1.3	1	0	0	1	1	1	1	cbiO: cobalt ABC transporter, ATP-binding protein
TIGR00955	TIGR00955	NP_415407.1	-	9.4e-17	58.8	0.0	1.7e-16	57.9	0.0	1.3	1	0	0	1	1	1	1	3a01204: pigment precursor permease
TIGR02314	TIGR02314	NP_415407.1	-	7.9e-16	55.9	0.0	1.1e-15	55.4	0.0	1.1	1	0	0	1	1	1	1	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
TIGR01188	TIGR01188	NP_415407.1	-	1.1e-15	55.7	0.0	1.9e-15	54.9	0.0	1.3	1	0	0	1	1	1	1	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
TIGR01186	TIGR01186	NP_415407.1	-	1.3e-15	55.3	0.0	2.1e-15	54.6	0.0	1.2	1	0	0	1	1	1	1	proV: glycine betaine/L-proline transport ATP binding subunit
TIGR03005	TIGR03005	NP_415407.1	-	1.6e-15	55.0	0.1	4.6e-14	50.2	0.1	2.2	1	1	0	1	1	1	1	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
TIGR03411	TIGR03411	NP_415407.1	-	1.7e-15	55.3	0.0	2.9e-15	54.5	0.0	1.3	1	0	0	1	1	1	1	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
TIGR02324	TIGR02324	NP_415407.1	-	2.2e-15	54.7	0.6	1.9e-14	51.6	0.6	2.2	1	1	0	1	1	1	1	CP_lyasePhnL: phosphonate C-P lyase system protein PhnL
TIGR03771	TIGR03771	NP_415407.1	-	2.3e-14	51.6	0.4	6.7e-12	43.5	0.2	2.2	2	0	0	2	2	2	1	anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit
TIGR00954	TIGR00954	NP_415407.1	-	4.4e-14	49.8	0.0	6.4e-14	49.3	0.0	1.2	1	0	0	1	1	1	1	3a01203: peroxysomal long chain fatty acyl transporter
TIGR03415	TIGR03415	NP_415407.1	-	8.8e-14	49.2	2.3	5.3e-13	46.6	2.3	1.9	1	1	0	1	1	1	1	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
TIGR01288	TIGR01288	NP_415407.1	-	1.4e-13	48.4	0.0	2.6e-13	47.6	0.0	1.3	1	0	0	1	1	1	1	nodI: nodulation ABC transporter NodI
TIGR01194	TIGR01194	NP_415407.1	-	5.9e-13	46.2	0.4	3.1e-12	43.8	0.4	2.3	1	1	0	1	1	1	1	cyc_pep_trnsptr: cyclic peptide transporter
TIGR03740	TIGR03740	NP_415407.1	-	1.3e-12	45.9	0.0	2.3e-12	45.0	0.0	1.3	1	0	0	1	1	1	1	galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit
TIGR04406	TIGR04406	NP_415407.1	-	2.4e-12	44.6	0.0	3.7e-12	44.0	0.0	1.2	1	0	0	1	1	1	1	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
TIGR01978	TIGR01978	NP_415407.1	-	3.1e-12	44.4	0.0	1.3e-11	42.4	0.0	1.8	1	1	0	1	1	1	1	sufC: FeS assembly ATPase SufC
TIGR03269	TIGR03269	NP_415407.1	-	1.7e-11	41.3	0.0	7.3e-08	29.3	0.0	2.1	2	0	0	2	2	2	2	met_CoM_red_A2: methyl coenzyme M reductase system, component A2
TIGR03719	TIGR03719	NP_415407.1	-	3.4e-11	40.4	1.7	2.7e-08	30.8	0.1	2.5	3	0	0	3	3	3	2	ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family
TIGR02323	TIGR02323	NP_415407.1	-	1.5e-10	38.9	0.2	6.9e-10	36.8	0.2	1.9	1	1	0	1	1	1	1	CP_lyasePhnK: phosphonate C-P lyase system protein PhnK
TIGR02633	TIGR02633	NP_415407.1	-	3.8e-10	36.8	0.0	6.4e-10	36.0	0.0	1.2	1	0	0	1	1	1	1	xylG: D-xylose ABC transporter, ATP-binding protein
TIGR03522	TIGR03522	NP_415407.1	-	1.3e-09	35.9	0.0	3.6e-09	34.5	0.0	1.5	1	1	0	1	1	1	1	GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA
TIGR00956	TIGR00956	NP_415407.1	-	8.3e-09	31.5	0.0	1.2e-08	31.0	0.0	1.1	1	0	0	1	1	1	1	3a01205: pleiotropic drug resistance family protein
TIGR01257	TIGR01257	NP_415407.1	-	4.9e-07	24.9	0.0	6.5e-07	24.5	0.0	1.0	1	0	0	1	1	1	1	rim_protein: rim ABC transporter
TIGR00630	TIGR00630	NP_415407.1	-	4.4e-06	23.1	0.1	0.0024	14.1	0.0	2.0	2	0	0	2	2	2	2	uvra: excinuclease ABC subunit A
TIGR00157	TIGR00157	NP_415407.1	-	8.1e-05	20.2	0.0	0.00015	19.4	0.0	1.3	1	0	0	1	1	1	1	TIGR00157: ribosome small subunit-dependent GTPase A
TIGR03598	TIGR03598	NP_415407.1	-	0.0082	13.8	0.2	0.014	13.0	0.2	1.3	1	0	0	1	1	1	1	GTPase_YsxC: ribosome biogenesis GTP-binding protein YsxC
TIGR00618	TIGR00618	NP_415407.1	-	0.044	9.6	0.0	1.1	5.0	0.0	2.0	2	0	0	2	2	2	0	sbcc: exonuclease SbcC
TIGR03594	TIGR03594	NP_415407.1	-	0.061	10.3	0.1	0.12	9.4	0.0	1.4	2	0	0	2	2	1	0	GTPase_EngA: ribosome-associated GTPase EngA
TIGR00611	TIGR00611	NP_415407.1	-	0.086	9.9	1.5	2	5.4	0.1	2.2	2	0	0	2	2	2	0	recf: DNA replication and repair protein RecF
TIGR01292	TIGR01292	NP_415408.1	-	9.6e-126	416.6	0.0	1.1e-125	416.4	0.0	1.0	1	0	0	1	1	1	1	TRX_reduct: thioredoxin-disulfide reductase
TIGR03143	TIGR03143	NP_415408.1	-	7.4e-71	237.3	0.3	9e-71	237.0	0.3	1.0	1	0	0	1	1	1	1	AhpF_homolog: putative alkyl hydroperoxide reductase F subunit
TIGR03140	TIGR03140	NP_415408.1	-	2.5e-68	228.8	0.4	3.2e-68	228.4	0.4	1.0	1	0	0	1	1	1	1	AhpF: alkyl hydroperoxide reductase subunit F
TIGR04018	TIGR04018	NP_415408.1	-	7e-22	75.6	0.1	4e-18	63.2	0.0	2.0	2	0	0	2	2	2	2	Bthiol_YpdA: putative bacillithiol system oxidoreductase, YpdA family
TIGR01350	TIGR01350	NP_415408.1	-	9e-21	72.0	0.7	1.8e-14	51.3	0.1	2.0	2	0	0	2	2	2	2	lipoamide_DH: dihydrolipoyl dehydrogenase
TIGR02053	TIGR02053	NP_415408.1	-	1.7e-19	68.1	1.1	4.2e-17	60.2	0.1	2.0	2	0	0	2	2	2	2	MerA: mercury(II) reductase
TIGR03385	TIGR03385	NP_415408.1	-	3.9e-19	66.7	0.1	8.4e-19	65.6	0.1	1.5	1	1	0	1	1	1	1	CoA_CoA_reduc: CoA-disulfide reductase
