#target name	accession	query name	accession	full sequence E-value	full sequence score	full sequence bias	best 1 domain E-value	best 1 domain score	best 1 domain bias	domain number estimation exp	domain number estimation reg	domain number estimation clu	domain number estimation ov	domain number estimation env	domain number estimation dom	domain number estimation rep	domain number estimation inc	description of target
TIGR02982	TIGR02982	WP_000969996.1	-	0.0044	14.6	0.0	0.0048	14.4	0.0	1.1	1	0	0	1	1	1	1	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
TIGR02211	TIGR02211	WP_000969996.1	-	0.0057	14.1	0.0	0.0062	14.0	0.0	1.1	1	0	0	1	1	1	1	LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein
TIGR00053	TIGR00053	WP_000969996.1	-	0.012	14.3	0.0	0.012	14.2	0.0	1.2	1	1	0	1	1	1	0	TIGR00053: addiction module toxin component, YafQ family
TIGR04406	TIGR04406	WP_000969996.1	-	0.033	11.5	0.0	0.036	11.3	0.0	1.1	1	0	0	1	1	1	0	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
TIGR01735	TIGR01735	WP_000970169.1	-	0	2054.9	0.0	0	2054.7	0.0	1.0	1	0	0	1	1	1	1	FGAM_synt: phosphoribosylformylglycinamidine synthase
TIGR01736	TIGR01736	WP_000970169.1	-	8.1e-76	253.7	0.0	4.1e-75	251.4	0.0	2.0	1	1	0	1	1	1	1	FGAM_synth_II: phosphoribosylformylglycinamidine synthase II
TIGR01739	TIGR01739	WP_000970169.1	-	1.1e-66	223.6	0.0	1e-56	190.5	0.0	3.1	2	1	1	3	3	3	2	tegu_FGAM_synt: herpesvirus tegument protein/v-FGAM-synthase
TIGR01857	TIGR01857	WP_000970169.1	-	1.9e-58	195.9	0.0	5.8e-44	147.9	0.0	3.4	3	1	0	3	3	3	3	FGAM-synthase: phosphoribosylformylglycinamidine synthase
TIGR01737	TIGR01737	WP_000970169.1	-	7.2e-38	128.1	0.0	1.2e-37	127.4	0.0	1.3	1	0	0	1	1	1	1	FGAM_synth_I: phosphoribosylformylglycinamidine synthase I
TIGR02286	TIGR02286	WP_000970169.1	-	0.00029	19.0	0.7	0.00074	17.7	0.7	1.7	1	0	0	1	1	1	1	PaaD: phenylacetic acid degradation protein PaaD
TIGR00006	TIGR00006	WP_000970498.1	-	3.3e-136	451.7	0.0	3.7e-136	451.6	0.0	1.0	1	0	0	1	1	1	1	TIGR00006: 16S rRNA (cytosine(1402)-N(4))-methyltransferase
TIGR01934	TIGR01934	WP_000970498.1	-	0.045	11.0	0.0	0.064	10.5	0.0	1.2	1	0	0	1	1	1	0	MenG_MenH_UbiE: ubiquinone/menaquinone biosynthesis methyltransferase
TIGR03207	TIGR03207	WP_000973130.1	-	9.6e-08	29.1	0.0	2.6e-07	27.7	0.0	1.6	1	1	0	1	1	1	1	cyc_hxne_CoA_dh: cyclohexanecarboxyl-CoA dehydrogenase
TIGR03204	TIGR03204	WP_000973130.1	-	7.6e-05	19.7	0.0	0.00011	19.1	0.0	1.1	1	0	0	1	1	1	1	pimC_large: pimeloyl-CoA dehydrogenase, large subunit
TIGR03203	TIGR03203	WP_000973130.1	-	0.0025	14.9	0.0	0.029	11.4	0.0	2.1	1	1	0	1	1	1	1	pimD_small: pimeloyl-CoA dehydrogenase, small subunit
TIGR00998	TIGR00998	WP_000976402.1	-	3.7e-40	135.8	1.5	4.2e-40	135.6	1.5	1.1	1	0	0	1	1	1	1	8a0101: efflux pump membrane protein
TIGR01730	TIGR01730	WP_000976402.1	-	1.1e-38	131.0	19.0	1e-20	71.9	0.1	3.4	1	1	2	3	3	3	3	RND_mfp: efflux transporter, RND family, MFP subunit
TIGR00999	TIGR00999	WP_000976402.1	-	6.9e-24	82.4	8.2	3.8e-20	70.1	5.0	3.3	1	1	1	2	2	2	2	8a0102: membrane fusion protein cluster 2 protein
TIGR01843	TIGR01843	WP_000976402.1	-	7e-20	69.3	8.4	5e-11	40.1	3.4	2.1	1	1	1	2	2	2	2	type_I_hlyD: type I secretion membrane fusion protein, HlyD family
TIGR02971	TIGR02971	WP_000976402.1	-	9.9e-17	59.3	7.7	4.7e-16	57.0	7.7	1.8	1	1	0	1	1	1	1	heterocyst_DevB: ABC exporter membrane fusion protein, DevB family
TIGR03794	TIGR03794	WP_000976402.1	-	3.3e-07	27.5	7.6	0.00066	16.6	2.4	2.1	1	1	1	2	2	2	2	NHLM_micro_HlyD: NHLM bacteriocin system secretion protein
TIGR01000	TIGR01000	WP_000976402.1	-	0.045	10.5	7.9	0.076	9.8	7.9	1.4	1	1	0	1	1	1	0	bacteriocin_acc: bacteriocin secretion accessory protein
TIGR03653	TIGR03653	WP_000976402.1	-	0.049	11.5	0.0	0.094	10.5	0.0	1.4	1	0	0	1	1	1	0	uL6_arch: ribosomal protein uL6
TIGR01995	TIGR01995	WP_000976402.1	-	0.06	9.7	0.0	0.093	9.1	0.0	1.3	1	0	0	1	1	1	0	PTS-II-ABC-beta: PTS system, beta-glucoside-specific IIABC component
TIGR01348	TIGR01348	WP_000976402.1	-	0.8	6.1	6.4	1.8	4.9	6.2	1.6	1	1	1	2	2	2	0	PDHac_trf_long: dihydrolipoyllysine-residue acetyltransferase
TIGR04320	TIGR04320	WP_000976402.1	-	0.84	6.8	28.7	0.13	9.5	15.6	2.0	1	1	0	2	2	2	0	Surf_Exclu_PgrA: SEC10/PgrA surface exclusion domain
TIGR01216	TIGR01216	WP_000976402.1	-	2	6.4	9.5	0.51	8.3	4.5	2.2	2	0	0	2	2	2	0	ATP_synt_epsi: ATP synthase F1, epsilon subunit
TIGR00687	TIGR00687	WP_000977238.1	-	2.1e-146	484.7	0.4	2.4e-146	484.5	0.4	1.0	1	0	0	1	1	1	1	pyridox_kin: pyridoxal kinase
TIGR00097	TIGR00097	WP_000977238.1	-	1.7e-12	45.1	0.0	2.3e-12	44.7	0.0	1.2	1	0	0	1	1	1	1	HMP-P_kinase: hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
TIGR03168	TIGR03168	WP_000977238.1	-	1.1e-11	42.2	0.0	2.5e-11	41.0	0.1	1.5	2	0	0	2	2	2	1	1-PFK: hexose kinase, 1-phosphofructokinase family
TIGR03828	TIGR03828	WP_000977238.1	-	2.6e-10	37.8	0.1	5.1e-10	36.8	0.1	1.4	2	0	0	2	2	2	1	pfkB: 1-phosphofructokinase
TIGR02152	TIGR02152	WP_000977238.1	-	3.8e-07	27.7	0.0	7.4e-07	26.7	0.0	1.4	1	1	0	1	1	1	1	D_ribokin_bact: ribokinase
TIGR04382	TIGR04382	WP_000977238.1	-	0.00015	19.1	0.0	0.00022	18.5	0.0	1.2	1	0	0	1	1	1	1	myo_inos_iolC_N: 5-dehydro-2-deoxygluconokinase
TIGR03316	TIGR03316	WP_000978544.1	-	4.7e-204	675.5	0.0	5.6e-204	675.3	0.0	1.0	1	0	0	1	1	1	1	ygeW: knotted carbamoyltransferase YgeW
TIGR00658	TIGR00658	WP_000978544.1	-	2.5e-39	133.2	0.0	4.9e-37	125.7	0.0	2.9	1	1	0	1	1	1	1	orni_carb_tr: ornithine carbamoyltransferase
TIGR04384	TIGR04384	WP_000978544.1	-	1.3e-31	107.9	0.0	6.7e-30	102.3	0.0	2.8	1	1	0	1	1	1	1	putr_carbamoyl: putrescine carbamoyltransferase
TIGR00670	TIGR00670	WP_000978544.1	-	2.1e-20	71.0	0.0	3.2e-20	70.4	0.0	1.3	1	0	0	1	1	1	1	asp_carb_tr: aspartate carbamoyltransferase
TIGR00055	TIGR00055	WP_000979579.1	-	5.4e-108	357.6	0.1	6.6e-108	357.3	0.1	1.0	1	0	0	1	1	1	1	uppS: di-trans,poly-cis-decaprenylcistransferase
TIGR02790	TIGR02790	WP_000979659.1	-	1.1e-62	209.9	15.3	1.3e-62	209.7	15.3	1.0	1	0	0	1	1	1	1	nickel_nikC: nickel ABC transporter, permease subunit NikC
TIGR02789	TIGR02789	WP_000979659.1	-	0.21	8.9	10.6	0.6	7.4	8.3	2.4	1	1	0	1	1	1	0	nickel_nikB: nickel ABC transporter, permease subunit NikB
TIGR01405	TIGR01405	WP_000980581.1	-	7.4e-05	18.5	0.0	0.00012	17.9	0.0	1.2	1	0	0	1	1	1	1	polC_Gram_pos: DNA polymerase III, alpha subunit, Gram-positive type
TIGR01407	TIGR01407	WP_000980581.1	-	0.00033	17.0	0.0	0.00045	16.5	0.0	1.2	1	0	0	1	1	1	1	dinG_rel: putative DnaQ family exonuclease/DinG family helicase
TIGR00717	TIGR00717	WP_000980743.1	-	1e-17	61.9	0.1	1.6e-17	61.2	0.1	1.2	1	0	0	1	1	1	1	rpsA: ribosomal protein bS1
TIGR03591	TIGR03591	WP_000980743.1	-	1.9e-15	54.3	0.3	3.7e-15	53.3	0.3	1.4	1	0	0	1	1	1	1	polynuc_phos: polyribonucleotide nucleotidyltransferase
TIGR01259	TIGR01259	WP_000980743.1	-	2e-10	38.7	0.0	5.6e-10	37.2	0.0	1.8	1	0	0	1	1	1	1	comE: comEA protein
TIGR00426	TIGR00426	WP_000980743.1	-	6.8e-10	36.9	0.0	1.7e-09	35.6	0.0	1.6	1	0	0	1	1	1	1	TIGR00426: competence protein ComEA helix-hairpin-helix repeat region
TIGR02063	TIGR02063	WP_000980743.1	-	7.2e-09	32.4	0.3	1.2e-08	31.7	0.3	1.3	1	0	0	1	1	1	1	RNase_R: ribonuclease R
TIGR02696	TIGR02696	WP_000980743.1	-	2.7e-06	24.0	0.5	6.2e-06	22.8	0.5	1.6	1	0	0	1	1	1	1	pppGpp_PNP: guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase
TIGR00358	TIGR00358	WP_000980743.1	-	3.2e-05	20.3	0.2	6.4e-05	19.4	0.2	1.4	1	0	0	1	1	1	1	3_prime_RNase: VacB and RNase II family 3'-5' exoribonucleases
TIGR00448	TIGR00448	WP_000980743.1	-	0.00012	19.7	0.0	0.00028	18.5	0.0	1.5	1	0	0	1	1	1	1	rpoE: DNA-directed RNA polymerase
TIGR01352	TIGR01352	WP_000981091.1	-	1.1e-19	68.5	0.0	1.9e-19	67.8	0.0	1.4	1	0	0	1	1	1	1	tonB_Cterm: TonB family C-terminal domain
TIGR02794	TIGR02794	WP_000981091.1	-	2.2e-13	48.2	1.3	2.5e-07	28.2	0.9	2.0	1	1	1	2	2	2	2	tolA_full: protein TolA
TIGR02637	TIGR02637	WP_000981354.1	-	4.6e-40	135.7	0.5	5.4e-40	135.5	0.5	1.0	1	0	0	1	1	1	1	RhaS: rhamnose ABC transporter, rhamnose-binding protein
TIGR02634	TIGR02634	WP_000981354.1	-	1.6e-10	39.0	1.5	1.1e-09	36.3	1.5	1.9	1	1	0	1	1	1	1	xylF: D-xylose ABC transporter, D-xylose-binding protein
TIGR00150	TIGR00150	WP_000981974.1	-	5.7e-59	195.8	0.0	6.6e-59	195.6	0.0	1.0	1	0	0	1	1	1	1	T6A_YjeE: tRNA threonylcarbamoyl adenosine modification protein YjeE
TIGR03015	TIGR03015	WP_000981974.1	-	0.036	11.4	0.0	0.043	11.2	0.0	1.1	1	0	0	1	1	1	0	pepcterm_ATPase: putative secretion ATPase, PEP-CTERM locus subfamily
TIGR00909	TIGR00909	WP_000982177.1	-	1.1e-45	154.2	42.0	1.6e-45	153.8	42.0	1.1	1	0	0	1	1	1	1	2A0306: amino acid transporter
TIGR00911	TIGR00911	WP_000982177.1	-	1.8e-21	74.1	32.5	3.1e-21	73.4	32.5	1.3	1	1	0	1	1	1	1	2A0308: L-type amino acid transporter
TIGR00905	TIGR00905	WP_000982177.1	-	9.3e-16	55.6	39.6	1.3e-15	55.2	39.6	1.0	1	0	0	1	1	1	1	2A0302: transporter, basic amino acid/polyamine antiporter (APA) family
TIGR00906	TIGR00906	WP_000982177.1	-	2.8e-13	47.1	40.0	3.2e-11	40.3	37.1	3.0	1	1	0	1	1	1	1	2A0303: cationic amino acid transport permease
TIGR00930	TIGR00930	WP_000982177.1	-	1.4e-05	21.4	14.7	0.00078	15.6	14.6	2.5	1	1	0	1	1	1	1	2a30: K-Cl cotransporter
TIGR02866	TIGR02866	WP_000982177.1	-	7.3	4.0	8.9	4.6	4.7	0.5	3.3	2	1	0	3	3	3	0	CoxB: cytochrome c oxidase, subunit II
TIGR00353	TIGR00353	WP_000982445.1	-	0	1016.1	35.2	0	1015.8	35.2	1.1	1	0	0	1	1	1	1	nrfE: cytochrome c-type biogenesis protein CcmF
TIGR03145	TIGR03145	WP_000982445.1	-	5e-215	713.9	40.7	5.6e-215	713.7	40.7	1.0	1	0	0	1	1	1	1	cyt_nit_nrfE: cytochrome c nitrate reductase biogenesis protein NrfE
TIGR03144	TIGR03144	WP_000982445.1	-	2.5e-10	38.5	25.1	3.9e-10	37.8	12.9	3.3	3	1	1	4	4	4	2	cytochr_II_ccsB: cytochrome c-type biogenesis protein CcsB
TIGR04561	TIGR04561	WP_000982445.1	-	0.0099	14.1	0.6	0.028	12.6	0.6	1.7	1	0	0	1	1	1	1	membra_charge: integral membrane protein
TIGR01186	TIGR01186	WP_000985494.1	-	1e-192	638.0	0.9	1.2e-192	637.7	0.9	1.0	1	0	0	1	1	1	1	proV: glycine betaine/L-proline transport ATP binding subunit
TIGR03415	TIGR03415	WP_000985494.1	-	2.7e-119	396.5	0.3	3.5e-119	396.1	0.3	1.1	1	0	0	1	1	1	1	ABC_choXWV_ATP: choline ABC transporter, ATP-binding protein
TIGR01187	TIGR01187	WP_000985494.1	-	7.3e-70	233.5	0.6	9.7e-70	233.1	0.6	1.1	1	0	0	1	1	1	1	potA: polyamine ABC transporter, ATP-binding protein
TIGR03265	TIGR03265	WP_000985494.1	-	9e-67	223.7	0.2	1.2e-66	223.3	0.2	1.1	1	0	0	1	1	1	1	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
TIGR00968	TIGR00968	WP_000985494.1	-	1.5e-66	222.3	0.3	2e-66	221.9	0.3	1.2	1	0	0	1	1	1	1	3a0106s01: sulfate ABC transporter, ATP-binding protein
TIGR03258	TIGR03258	WP_000985494.1	-	3.2e-60	202.0	0.2	4.9e-60	201.4	0.2	1.2	1	0	0	1	1	1	1	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
TIGR02314	TIGR02314	WP_000985494.1	-	2.4e-56	189.2	0.1	3.6e-56	188.6	0.1	1.2	1	0	0	1	1	1	1	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
TIGR04520	TIGR04520	WP_000985494.1	-	9.8e-55	183.8	0.3	1.5e-54	183.2	0.3	1.2	1	0	0	1	1	1	1	ECF_ATPase_1: energy-coupling factor transporter ATPase
TIGR04521	TIGR04521	WP_000985494.1	-	2e-54	182.5	0.2	3e-54	181.9	0.2	1.2	1	0	0	1	1	1	1	ECF_ATPase_2: energy-coupling factor transporter ATPase
TIGR02315	TIGR02315	WP_000985494.1	-	2.5e-54	182.2	0.3	4.7e-54	181.3	0.3	1.4	1	0	0	1	1	1	1	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
TIGR00972	TIGR00972	WP_000985494.1	-	7.3e-51	170.9	0.1	1e-50	170.4	0.1	1.2	1	0	0	1	1	1	1	3a0107s01c2: phosphate ABC transporter, ATP-binding protein
TIGR03005	TIGR03005	WP_000985494.1	-	6.6e-50	167.6	1.0	1e-49	167.0	1.0	1.2	1	0	0	1	1	1	1	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
TIGR01184	TIGR01184	WP_000985494.1	-	3.4e-48	162.2	0.5	4.9e-48	161.7	0.5	1.2	1	0	0	1	1	1	1	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
TIGR01277	TIGR01277	WP_000985494.1	-	8.1e-48	160.8	0.4	1.2e-47	160.2	0.4	1.2	1	0	0	1	1	1	1	thiQ: thiamine ABC transporter, ATP-binding protein
TIGR01188	TIGR01188	WP_000985494.1	-	8.8e-47	157.8	1.3	8.9e-47	157.8	0.3	1.4	2	0	0	2	2	1	1	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
TIGR02142	TIGR02142	WP_000985494.1	-	2.9e-46	156.3	0.3	4e-46	155.8	0.3	1.1	1	0	0	1	1	1	1	modC_ABC: molybdate ABC transporter, ATP-binding protein
TIGR02769	TIGR02769	WP_000985494.1	-	5.1e-46	155.3	0.6	7.9e-46	154.6	0.6	1.3	1	0	0	1	1	1	1	nickel_nikE: nickel import ATP-binding protein NikE
TIGR02673	TIGR02673	WP_000985494.1	-	2.7e-45	152.6	0.6	3.9e-45	152.1	0.6	1.2	1	0	0	1	1	1	1	FtsE: cell division ATP-binding protein FtsE
TIGR02211	TIGR02211	WP_000985494.1	-	3.5e-44	148.9	0.8	5.2e-44	148.3	0.8	1.2	1	0	0	1	1	1	1	LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein
TIGR02982	TIGR02982	WP_000985494.1	-	1.7e-42	143.5	1.4	3e-42	142.6	1.4	1.4	1	0	0	1	1	1	1	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
TIGR03269	TIGR03269	WP_000985494.1	-	2.6e-42	143.0	0.2	3.3e-42	142.7	0.2	1.0	1	0	0	1	1	1	1	met_CoM_red_A2: methyl coenzyme M reductase system, component A2
TIGR02770	TIGR02770	WP_000985494.1	-	9.5e-42	140.9	0.2	1.4e-41	140.3	0.2	1.2	1	0	0	1	1	1	1	nickel_nikD: nickel import ATP-binding protein NikD
TIGR03608	TIGR03608	WP_000985494.1	-	1.5e-41	140.1	0.1	2.1e-41	139.6	0.1	1.2	1	0	0	1	1	1	1	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
TIGR03864	TIGR03864	WP_000985494.1	-	1.4e-40	137.2	0.5	2e-40	136.7	0.5	1.1	1	0	0	1	1	1	1	PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system
TIGR01846	TIGR01846	WP_000985494.1	-	3.2e-39	132.7	0.6	4.2e-39	132.4	0.6	1.1	1	0	0	1	1	1	1	type_I_sec_HlyB: type I secretion system ATPase
TIGR02204	TIGR02204	WP_000985494.1	-	2.1e-38	130.3	0.9	3e-38	129.8	0.9	1.1	1	0	0	1	1	1	1	MsbA_rel: ABC transporter, permease/ATP-binding protein
TIGR03375	TIGR03375	WP_000985494.1	-	6e-38	128.5	2.0	9.9e-38	127.8	2.0	1.2	1	0	0	1	1	1	1	type_I_sec_LssB: type I secretion system ATPase
TIGR02203	TIGR02203	WP_000985494.1	-	1.2e-37	127.7	1.9	1.6e-37	127.2	1.9	1.1	1	0	0	1	1	1	1	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
TIGR04406	TIGR04406	WP_000985494.1	-	1.5e-36	123.9	0.7	2.1e-36	123.4	0.7	1.1	1	0	0	1	1	1	1	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
TIGR03797	TIGR03797	WP_000985494.1	-	6.6e-36	122.0	1.2	1.1e-35	121.3	1.2	1.2	1	0	0	1	1	1	1	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
TIGR00958	TIGR00958	WP_000985494.1	-	1.9e-35	120.2	0.1	2.8e-35	119.7	0.1	1.1	1	0	0	1	1	1	1	3a01208: antigen peptide transporter 2
TIGR01166	TIGR01166	WP_000985494.1	-	3.8e-35	119.0	0.5	5.7e-35	118.5	0.5	1.2	1	0	0	1	1	1	1	cbiO: cobalt ABC transporter, ATP-binding protein
TIGR03873	TIGR03873	WP_000985494.1	-	4.2e-35	119.2	0.2	6e-35	118.7	0.2	1.2	1	0	0	1	1	1	1	F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein
TIGR03410	TIGR03410	WP_000985494.1	-	5.4e-34	115.6	0.5	7.4e-34	115.2	0.5	1.2	1	0	0	1	1	1	1	urea_trans_UrtE: urea ABC transporter, ATP-binding protein UrtE
TIGR03796	TIGR03796	WP_000985494.1	-	6.6e-34	115.1	0.4	9.4e-34	114.6	0.4	1.1	1	0	0	1	1	1	1	NHLM_micro_ABC1: NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein
TIGR01192	TIGR01192	WP_000985494.1	-	3.1e-32	109.9	0.4	4.6e-32	109.3	0.4	1.1	1	0	0	1	1	1	1	chvA: glucan exporter ATP-binding protein
TIGR02857	TIGR02857	WP_000985494.1	-	3.9e-32	109.8	0.3	4.9e-32	109.5	0.3	1.1	1	0	0	1	1	1	1	CydD: thiol reductant ABC exporter, CydD subunit
TIGR02868	TIGR02868	WP_000985494.1	-	8.5e-31	105.1	0.8	1.3e-30	104.5	0.8	1.2	1	0	0	1	1	1	1	CydC: thiol reductant ABC exporter, CydC subunit
TIGR03771	TIGR03771	WP_000985494.1	-	1.2e-30	104.8	0.5	2.5e-30	103.8	0.5	1.5	1	1	0	1	1	1	1	anch_rpt_ABC: anchored repeat-type ABC transporter, ATP-binding subunit
TIGR01193	TIGR01193	WP_000985494.1	-	7.1e-30	102.1	0.2	1e-29	101.6	0.2	1.1	1	0	0	1	1	1	1	bacteriocin_ABC: ABC-type bacteriocin transporter
TIGR03522	TIGR03522	WP_000985494.1	-	1.9e-29	101.0	0.0	3.4e-29	100.2	0.0	1.4	1	0	0	1	1	1	1	GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA
TIGR01288	TIGR01288	WP_000985494.1	-	3.8e-29	99.6	0.2	5.5e-29	99.1	0.2	1.1	1	0	0	1	1	1	1	nodI: nodulation ABC transporter NodI
TIGR03740	TIGR03740	WP_000985494.1	-	5.9e-29	99.3	1.4	7e-29	99.0	0.5	1.6	2	0	0	2	2	1	1	galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit
TIGR02324	TIGR02324	WP_000985494.1	-	9.9e-29	98.3	0.1	1.5e-28	97.8	0.1	1.2	1	0	0	1	1	1	1	CP_lyasePhnL: phosphonate C-P lyase system protein PhnL
TIGR01842	TIGR01842	WP_000985494.1	-	2.9e-27	93.3	2.1	8.7e-27	91.8	2.1	1.6	1	1	0	1	1	1	1	type_I_sec_PrtD: type I secretion system ATPase
TIGR01257	TIGR01257	WP_000985494.1	-	3.3e-27	91.8	0.0	4.2e-27	91.5	0.0	1.0	1	0	0	1	1	1	1	rim_protein: rim ABC transporter
TIGR03411	TIGR03411	WP_000985494.1	-	9.1e-27	92.2	1.3	3.2e-26	90.4	0.6	1.9	2	0	0	2	2	2	1	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
TIGR02633	TIGR02633	WP_000985494.1	-	1.2e-24	84.6	0.2	2.2e-24	83.7	0.2	1.3	1	0	0	1	1	1	1	xylG: D-xylose ABC transporter, ATP-binding protein
TIGR01189	TIGR01189	WP_000985494.1	-	1.7e-23	81.3	0.1	2.5e-23	80.7	0.1	1.3	1	0	0	1	1	1	1	ccmA: heme ABC exporter, ATP-binding protein CcmA
TIGR00955	TIGR00955	WP_000985494.1	-	1.9e-22	77.6	0.1	2.5e-22	77.1	0.1	1.0	1	0	0	1	1	1	1	3a01204: pigment precursor permease
TIGR01194	TIGR01194	WP_000985494.1	-	1.5e-20	71.2	0.0	2e-20	70.8	0.0	1.1	1	0	0	1	1	1	1	cyc_pep_trnsptr: cyclic peptide transporter
TIGR00957	TIGR00957	WP_000985494.1	-	2.8e-20	69.4	0.6	7.8e-20	67.9	0.6	1.5	1	1	0	1	1	1	1	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR02323	TIGR02323	WP_000985494.1	-	5.9e-20	69.7	0.1	1e-19	69.0	0.1	1.4	1	0	0	1	1	1	1	CP_lyasePhnK: phosphonate C-P lyase system protein PhnK
TIGR01978	TIGR01978	WP_000985494.1	-	7.9e-17	59.4	1.4	2.3e-15	54.7	1.3	3.0	1	1	0	1	1	1	1	sufC: FeS assembly ATPase SufC
TIGR01271	TIGR01271	WP_000985494.1	-	5.3e-14	48.6	0.0	6.5e-08	28.4	0.0	2.0	2	0	0	2	2	2	2	CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR)
TIGR03719	TIGR03719	WP_000985494.1	-	3.5e-13	46.9	1.6	2.7e-08	30.8	0.1	2.1	1	1	1	2	2	2	2	ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family
TIGR00954	TIGR00954	WP_000985494.1	-	6.4e-09	32.7	0.0	3.5e-08	30.3	0.0	1.8	1	1	0	1	1	1	1	3a01203: peroxysomal long chain fatty acyl transporter
TIGR00956	TIGR00956	WP_000985494.1	-	1.8e-08	30.4	0.0	2.8e-08	29.8	0.0	1.2	1	0	0	1	1	1	1	3a01205: pleiotropic drug resistance family protein
TIGR00630	TIGR00630	WP_000985494.1	-	5.2e-07	26.2	2.0	0.00065	15.9	0.3	2.1	1	1	1	2	2	2	2	uvra: excinuclease ABC subunit A
TIGR00618	TIGR00618	WP_000985494.1	-	0.0049	12.7	1.0	0.21	7.3	0.3	2.1	2	0	0	2	2	2	1	sbcc: exonuclease SbcC
TIGR00400	TIGR00400	WP_000985494.1	-	0.011	12.4	0.0	0.018	11.7	0.0	1.2	1	0	0	1	1	1	0	mgtE: magnesium transporter
TIGR00455	TIGR00455	WP_000985494.1	-	0.034	11.8	0.0	0.07	10.7	0.0	1.5	1	0	0	1	1	1	0	apsK: adenylyl-sulfate kinase
TIGR00099	TIGR00099	WP_000985549.1	-	1e-76	255.9	0.0	1.1e-76	255.7	0.0	1.0	1	0	0	1	1	1	1	Cof-subfamily: Cof-like hydrolase
TIGR01487	TIGR01487	WP_000985549.1	-	3.4e-32	110.0	0.5	4.1e-22	77.0	0.4	2.1	2	0	0	2	2	2	2	Pglycolate_arch: phosphoglycolate phosphatase, TA0175-type
TIGR01484	TIGR01484	WP_000985549.1	-	8.3e-32	109.0	0.0	1e-31	108.6	0.0	1.1	1	0	0	1	1	1	1	HAD-SF-IIB: HAD hydrolase, family IIB
TIGR01482	TIGR01482	WP_000985549.1	-	6.8e-28	95.7	0.3	4.3e-21	73.5	0.2	2.1	2	0	0	2	2	2	2	SPP-subfamily: sucrose-phosphate phosphatase subfamily
TIGR01486	TIGR01486	WP_000985549.1	-	3.7e-14	50.6	0.0	1.1e-07	29.4	0.0	2.2	2	0	0	2	2	2	2	HAD-SF-IIB-MPGP: mannosyl-3-phosphoglycerate phosphatase family
TIGR02461	TIGR02461	WP_000985549.1	-	2.2e-11	42.3	0.1	1.8e-10	39.2	0.1	2.7	1	1	0	1	1	1	1	osmo_MPG_phos: mannosyl-3-phosphoglycerate phosphatase
TIGR02463	TIGR02463	WP_000985549.1	-	5.9e-11	40.5	0.0	4.4e-09	34.4	0.0	2.2	1	1	0	1	1	1	1	MPGP_rel: mannosyl-3-phosphoglycerate phosphatase homolog
TIGR01670	TIGR01670	WP_000985549.1	-	1.3e-09	36.1	1.1	1e-07	30.0	0.2	2.8	2	1	0	2	2	2	1	KdsC-phosphatas: 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family
TIGR02471	TIGR02471	WP_000985549.1	-	1.2e-08	32.7	0.0	5.9e-07	27.2	0.0	2.1	2	0	0	2	2	2	1	sucr_syn_bact_C: sucrose-phosphate synthase, sucrose phosphatase-like domain
TIGR00338	TIGR00338	WP_000985549.1	-	2.8e-08	31.6	1.2	7.9e-08	30.1	0.1	2.1	2	1	0	2	2	2	1	serB: phosphoserine phosphatase SerB
TIGR01485	TIGR01485	WP_000985549.1	-	6.3e-08	30.4	0.0	4.2e-05	21.1	0.0	2.1	1	1	1	2	2	2	2	SPP_plant-cyano: sucrose phosphatase
TIGR01491	TIGR01491	WP_000985549.1	-	7.4e-06	23.8	0.5	0.00065	17.4	0.0	2.3	2	0	0	2	2	2	1	HAD-SF-IB-PSPlk: phosphoserine phosphatase-like hydrolase, archaeal
